###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57321.638641 -18.473  0.331  -148   49 o  0   1.30 148.64642 -19.88731  4958.61 10085.34 4.76 3.86 -68.0 -0.468 18.06 19.10 02a57321o0663o
57321.645705 -22.570 28.000    -3   95 o  0   0.98 148.64642 -19.88731  7347.18   287.25 6.05 4.38   8.5 -0.520 17.75 18.64 02a57321o0674o
57356.616212  20.451  1.515    24   36 o  0   0.98 148.64642 -19.88731  5005.60 10128.76 3.61 3.49  36.4 -0.413 18.67 19.76 02a57356o0599o
57356.620033 -21.560  4.000    -9   34 o  0   0.98 148.64642 -19.88731  5001.59 10131.03 3.59 3.48  45.1 -0.417 18.68 19.79 02a57356o0605o
57356.630224  20.562  1.645    22   36 o  0   0.90 148.64642 -19.88731  5000.61 10132.65 3.54 3.44  31.1 -0.409 18.71 19.81 02a57356o0621o
57356.638497  21.278  2.875    11   32 o  0   1.16 148.64642 -19.88731  4995.54 10135.58 3.54 3.43  38.6 -0.413 18.73 19.83 02a57356o0634o
57357.588584 -19.653  0.754   -50   38 o  0   0.77 148.64642 -19.88731  5008.33 10416.78 3.72 3.61  36.5 -0.404 18.67 19.81 02a57357o0639o
57357.592406  19.346  0.539    66   36 o  0   1.01 148.64642 -19.88731  4711.98 10418.52 3.71 3.61  35.2 -0.392 18.67 19.82 02a57357o0645o
57357.609237 -19.881  0.786   -40   32 o  0   1.17 148.64642 -19.88731  4147.71  9832.98 3.62 3.50  59.0 -0.417 18.69 19.80 02a57357o0671o
57358.575750 -22.597 10.143    -3   34 o  0   1.08 148.64642 -19.88731  4719.47 10415.28 4.21 4.06  24.5 -0.392 18.66 20.06 02a57358o0645o
57358.579418  19.829  0.744    42   32 o  0   1.27 148.64642 -19.88731  4422.72  9827.96 4.17 3.99  88.9 -0.405 18.68 20.06 02a57358o0651o
57358.613037 -19.759  0.619   -45   28 o  0   1.23 148.64642 -19.88731  5570.07  9249.79 3.78 3.61  79.2 -0.437 18.77 20.09 02a57358o0705o
57359.585020  20.297  1.049    28   29 o  0   0.76 148.64642 -19.88731  4717.50 10417.60 3.52 3.39  19.8 -0.407 18.95 20.28 02a57359o0523o
57359.590507  20.908  1.500    16   24 o  0   1.41 148.64642 -19.88731  4422.25  9830.52 3.58 3.50  63.3 -0.412 18.92 20.29 02a57359o0532o
57359.625363 -20.218  0.791   -30   24 o  0   1.16 148.64642 -19.88731  5566.08  9254.32 3.49 3.36  65.3 -0.440 18.97 20.35 02a57359o0589o
57368.569566  20.543  1.160    22   26 o  0   0.99 148.64642 -19.88731  7107.07   628.08 4.16 3.36   6.2 -0.505 19.25 20.90 02a57368o0601o
57368.573836  24.250 35.000     1   25 o  0   0.95 148.64642 -19.88731  4715.63 10431.94 3.62 3.52  89.4 -0.423 19.30 20.98 02a57368o0608o
57368.582192  17.365  1.159   411  476 o  0   0.08 148.64642 -19.88731  6819.65    36.65 4.56 3.65   3.8 -0.502 19.21 20.90 02a57368o0621o
57368.596457  20.400  0.912    25   23 o  0   1.17 148.64642 -19.88731  4425.22  9842.77 3.67 3.45 -86.7 -0.438 19.26 20.93 02a57368o0642o
57368.610443  19.592  0.385    53   20 o  0   1.47 148.64642 -19.88731  7683.93  1216.77 3.96 3.38  11.6 -0.508 19.22 20.83 02a57368o0664o
57368.612566  20.173  0.698    31   22 o  0   1.01 148.64642 -19.88731  5581.39  9252.80 3.65 3.37 -86.3 -0.447 19.25 20.89 02a57368o0667o
57369.562473 -21.457  2.800   -10   27 o  0   0.81 148.64642 -19.88731  7104.33   626.43 4.38 3.40   6.6 -0.502 19.31 21.06 02a57369o0404o
57369.585465  19.946  0.654    38   25 o  0   0.80 148.64642 -19.88731  4715.93 10431.04 3.64 3.54 -77.1 -0.419 19.40 21.18 02a57369o0438o
57369.587873 -21.163  1.824   -12   23 o  0   0.80 148.64642 -19.88731  4426.39  9842.30 3.65 3.44 -83.2 -0.438 19.40 21.19 02a57369o0442o
57369.594572  17.353  0.799   416  332 o  0   0.16 148.64642 -19.88731  6818.75    35.12 4.52 3.31   4.7 -0.486 19.40 21.20 02a57369o0452o
57369.599286 -24.087 22.000    -1   18 o  0   1.54 148.64642 -19.88731  7690.59  1215.76 4.04 3.40  12.5 -0.515 19.42 21.25 02a57369o0459o
57369.624274  21.169  1.786    12   22 o  0   0.79 148.64642 -19.88731  5378.34  1206.12 4.27 3.38  -6.4 -0.497 19.47 21.29 02a57369o0496o
57380.532850  20.974  3.467    15   51 o  0   0.90 148.64642 -19.88731  7085.25   628.11 4.51 3.35   6.7 -0.519 18.41 19.36 02a57380o0488o
57380.556244  21.293  4.923    11   54 o  0   0.79 148.64642 -19.88731  4688.54 10433.32 4.07 3.76 -81.9 -0.422 18.46 19.45 02a57380o0522o
57380.559988  22.126 10.833     5   56 o  0   0.99 148.64642 -19.88731  4398.61  9845.23 4.07 3.67 -78.4 -0.437 18.44 19.47 02a57380o0528o
57380.565538 -18.028 10.048  -223 2244 o  0   0.00 148.64642 -19.88731  6787.09    41.96 4.95 3.78  -1.1 -0.520 18.41 19.42 02a57380o0536o
57380.572169 -22.496 11.750    -4   43 o  0   1.04 148.64642 -19.88731  7656.54  1228.60 4.20 3.43  11.1 -0.532 18.44 19.42 02a57380o0544o
57380.597203  21.602  5.000     8   42 o  0   1.32 148.64642 -19.88731  5187.63  1440.16 4.66 3.74  -8.5 -0.491 18.44 19.46 02a57380o0581o
57388.641322  20.821  1.780    17   30 o  0   1.02 148.64642 -19.88731  3659.06 10066.63 3.82 3.55 -75.3 -0.430 18.81 20.16 02a57388o0710o
57388.646280 -20.004  1.209   -36   44 o  0   0.98 148.64642 -19.88731  6051.82   267.56 4.61 3.34  -2.1 -0.521 18.84 20.15 02a57388o0718o
57388.662510  19.773  0.841    45   38 o  0   1.32 148.64642 -19.88731  6339.91   855.32 4.71 3.49  -0.3 -0.532 18.68 19.96 02a57388o0744o
57388.673826  18.510  0.848   143  121 o  0   1.57 148.64642 -19.88731  3083.16  9472.26 3.89 3.61 -62.6 -0.483 17.72 18.08 02a57388o0762o
57397.459094  21.661  2.375     8   19 c  0   1.02 148.64642 -19.88731  7081.30   472.96 4.71 3.74   4.9 -0.457 19.60 21.71 02a57397o0385c
57397.480159  21.375  1.609    10   16 c  0   1.35 148.64642 -19.88731  7622.63  1047.54 4.38 3.74  10.4 -0.449 19.65 21.75 02a57397o0416c
57399.513075  22.147  3.643     5   18 c  0   0.86 148.64642 -19.88731  4618.97 10233.09 3.86 3.73  62.7 -0.396 19.61 21.56 02a57399o0515c
57399.535618  20.764  0.878    18   16 c  0   1.06 148.64642 -19.88731  6238.92   801.87 4.37 3.54   0.4 -0.464 19.64 21.64 02a57399o0548c
57399.579102 -21.350  1.583   -10   17 c  0   1.16 148.64642 -19.88731  5167.69  1401.42 4.37 3.66  -8.1 -0.449 19.65 21.67 02a57399o0613c
57404.512884 -22.292  5.600    -4   25 o  0   0.91 148.64642 -19.88731  7074.03   646.03 4.00 3.33   5.0 -0.518 19.27 20.95 02a57404o0526o
