###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57364.593504 -19.866  0.545   -41   22 o  0   1.24 172.80554  34.20104  2903.82  2278.99 4.50 3.59 -19.1 -0.452 19.18 20.83 02a57364o0641o
57364.601531  19.701  0.540    48   26 o  0   1.09 172.80554  34.20104  2617.32  1690.29 4.55 3.54 -24.8 -0.488 19.19 20.78 02a57364o0652o
57364.608267  20.345  0.781    26   21 o  0   1.34 172.80554  34.20104  3491.11  2875.70 4.06 3.54 -26.1 -0.440 19.20 20.80 02a57364o0663o
57364.613187 -21.221  2.000   -12   24 o  0   1.33 172.80554  34.20104  3766.78  1128.99 4.52 3.52 -15.7 -0.499 19.21 20.81 02a57364o0671o
57384.538308 -20.361  1.483   -26   39 o  0   1.20 172.80554  34.20104  2901.99  2263.92 4.30 3.69 -23.9 -0.428 18.46 19.48 02a57384o0506o
57384.565620  19.072  0.701    85   60 o  0   1.09 172.80554  34.20104  2608.30  1679.57 4.37 3.58 -23.2 -0.484 17.55 18.67 02a57384o0549o
57384.581469  19.263  0.500    72   36 o  0   0.90 172.80554  34.20104  3474.26  2868.49 4.00 3.60 -28.1 -0.416 18.57 19.62 02a57384o0574o
57384.583323 -22.042  7.000    -6   39 o  0   0.89 172.80554  34.20104  3746.70  1121.82 4.31 3.55 -16.6 -0.490 18.58 19.62 02a57384o0577o
57385.561501 -20.394  1.536   -25   39 o  0   0.90 172.80554  34.20104  2906.46  2271.23 4.41 3.47 -21.0 -0.471 18.64 19.71 02a57385o0548o
57385.579223  21.066  2.714    14   37 o  0   1.18 172.80554  34.20104  2613.85  1686.13 4.59 3.48 -22.8 -0.515 18.69 19.78 02a57385o0576o
57385.602572  20.287  1.176    28   33 o  0   1.17 172.80554  34.20104  3482.10  2875.33 4.11 3.49 -26.0 -0.452 18.71 19.81 02a57385o0613o
57385.607592 -18.994  0.409   -92   38 o  0   1.14 172.80554  34.20104  3755.13  1129.68 4.56 3.44 -17.6 -0.520 18.71 19.81 02a57385o0621o
57395.554534 -20.098  0.488   -33   16 c  0   0.80 172.80554  34.20104  2934.60  2236.94 4.25 3.68 -23.2 -0.416 19.72 21.72 02a57395o0545c
57395.569706 -19.822  0.366   -43   16 c  0   1.12 172.80554  34.20104  2622.89  1639.72 4.45 3.67 -22.7 -0.436 19.74 21.74 02a57395o0567c
57395.586177 -20.531  0.597   -22   13 c  0   1.58 172.80554  34.20104  3466.51  2820.69 4.01 3.65 -24.6 -0.391 19.74 21.75 02a57395o0593c
57395.591796 -21.246  1.571   -12   18 c  0   0.88 172.80554  34.20104  3730.59  1070.02 4.34 3.61 -17.7 -0.456 19.74 21.74 02a57395o0602c
57402.572931 -21.806  2.312    -7   16 c  0   1.01 172.80554  34.20104  2901.04  2287.66 4.47 3.70 -18.8 -0.416 19.69 21.78 02a57402o0572c
57402.574137  24.002 17.500     1   16 c  0   1.22 172.80554  34.20104  2609.82  1697.37 4.62 3.72 -20.9 -0.436 19.71 21.79 02a57402o0574c
57402.600464 -20.733  0.679   -18   12 c  0   1.29 172.80554  34.20104  7276.61  7832.84 3.71 3.46  83.4 -0.410 19.73 21.78 02a57402o0609c
57402.624686 -20.724  0.778   -19   14 c  0   1.28 172.80554  34.20104  6994.31  9588.46 3.70 3.64  47.8 -0.416 19.78 21.87 02a57402o0644c
57403.570336  21.510  1.952     9   18 c  0   0.94 172.80554  34.20104  2903.89  2287.65 4.45 3.68 -22.3 -0.419 19.73 21.79 02a57403o0571c
57403.571540 -20.767  1.000   -18   18 c  0   1.01 172.80554  34.20104  2613.33  1697.48 4.65 3.67 -21.4 -0.449 19.74 21.79 02a57403o0573c
57403.597338  23.161  6.333     2   12 c  0   1.23 172.80554  34.20104  7280.20  7832.69 3.74 3.44  84.5 -0.414 19.72 21.76 02a57403o0608c
57403.622978 -20.053  0.408   -35   14 c  0   1.35 172.80554  34.20104  6995.17  9584.03 3.77 3.67  70.9 -0.416 19.73 21.79 02a57403o0644c
57415.575515 -19.663  0.644   -50   32 o  0   1.13 172.80554  34.20104  7009.90  9069.18 3.58 3.47  77.3 -0.453 18.72 19.87 02a57415o0603o
57415.599648  20.622  1.618    20   33 o  0   1.21 172.80554  34.20104  6713.37  8486.30 3.72 3.47  82.8 -0.437 18.70 19.87 02a57415o0639o
57415.622449 -19.676  0.909   -49   44 o  0   1.16 172.80554  34.20104  7859.40  7924.57 3.90 3.58  86.6 -0.439 18.63 19.86 02a57415o0673o
57415.634573  20.308  1.127    27   31 o  0   1.40 172.80554  34.20104  8119.26  7854.32 3.82 3.47  84.2 -0.436 18.64 19.84 02a57415o0691o
57420.551146 -20.845  0.898   -17   15 c  0   1.13 172.80554  34.20104  7449.08  8878.94 3.74 3.59  74.2 -0.416 19.55 21.40 02a57420o0500c
57420.579715 -20.277  0.529   -28   15 c  0   1.08 172.80554  34.20104  7148.56  8295.89 3.74 3.49  79.9 -0.417 19.52 21.35 02a57420o0543c
57420.600251  21.630  1.783     8   14 c  0   1.57 172.80554  34.20104  8285.09  7733.89 4.02 3.47 -88.3 -0.414 19.47 21.33 02a57420o0573c
57420.624900 -20.141  0.505   -32   16 c  0   1.16 172.80554  34.20104  8118.93  7849.10 3.68 3.36 -88.6 -0.442 19.50 21.29 02a57420o0608c
57427.549444 -20.806  0.667   -17   12 c  0   1.93 172.80554  34.20104  7154.64  8773.99 3.91 3.61  85.5 -0.413 19.71 21.81 02a57427o0569c
57427.573060 -20.135  0.440   -32   14 c  0   1.22 172.80554  34.20104  6904.55  8200.11 3.83 3.59  86.7 -0.416 19.70 21.79 02a57427o0606c
57427.581415  21.471  1.519     9   14 c  0   1.25 172.80554  34.20104  8055.51  7640.75 3.90 3.53  82.3 -0.419 19.70 21.79 02a57427o0618c
57427.610763 -19.927  0.613   -39   24 c  0   1.16 172.80554  34.20104  8081.47  7721.83 4.05 3.63  63.0 -0.385 19.16 21.33 02a57427o0661c
57432.529774 -20.196  0.526   -30   16 c  0   1.04 172.80554  34.20104  7260.09  8799.67 4.09 3.77  81.9 -0.411 19.60 21.63 02a57432o0542c
57432.553848 -21.597  1.591    -8   13 c  0   1.52 172.80554  34.20104  7028.63  8225.95 4.00 3.69  86.4 -0.418 19.61 21.66 02a57432o0578c
57432.578500 -22.637  4.556    -3   15 c  0   1.12 172.80554  34.20104  8211.19  7679.13 3.89 3.49  82.3 -0.436 19.62 21.60 02a57432o0614c
57432.590020 -20.517  0.682   -23   15 c  0   1.07 172.80554  34.20104  8040.87  7702.24 3.83 3.40  84.2 -0.430 19.63 21.59 02a57432o0632c
57433.507202  20.866  1.000    16   16 c  0   1.32 172.80554  34.20104  6986.47  8514.33 4.47 4.06   0.2 -0.397 19.51 21.65 02a57433o0509c
57433.536091 -21.989  2.800    -6   16 c  0   0.80 172.80554  34.20104  6751.25  7941.18 4.01 3.81 -84.4 -0.400 19.61 21.73 02a57433o0552c
57433.555313 -20.132  0.468   -32   15 c  0   1.25 172.80554  34.20104  7916.62  7387.79 4.19 3.80  87.9 -0.406 19.57 21.68 02a57433o0580c
57433.581678 -21.554  1.696    -9   15 c  0   1.32 172.80554  34.20104  8030.62  7697.95 4.02 3.62  79.1 -0.418 19.64 21.73 02a57433o0618c
57442.479855  20.170  1.768    31   55 o  0   1.07 172.80554  34.20104  3609.07  1768.89 4.35 3.30 -13.5 -0.512 18.23 18.87 02a57442o0454o
57442.510610  20.265  2.316    28   66 o  0   1.24 172.80554  34.20104  6773.15  8348.73 3.63 3.23  82.3 -0.480 18.22 18.86 02a57442o0497o
57442.531368 -19.906  1.378   -40   55 o  0   1.08 172.80554  34.20104  7905.62  7790.16 3.73 3.05  85.9 -0.499 18.22 18.86 02a57442o0527o
