###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57316.605340 -19.662  0.564   -50   28 c  0   1.26 158.77010  46.56066  6700.48  7153.75 4.94 4.80 -60.1 -0.390 18.83 20.81 02a57316o0594c
57316.625338 -18.864  0.188  -103   19 c  0   1.87 158.77010  46.56066  6700.49  7155.31 4.35 3.90 -78.4 -0.429 19.08 20.91 02a57316o0622c
57316.645044 -19.774  0.826   -45   37 c  0   1.54 158.77010  46.56066  8180.84  5682.34 4.40 4.08  86.8 -0.456 18.50 19.80 02a57316o0648c
57316.650834 -18.037  0.617  -221  136 c  0   1.25 158.77010  46.56066  8180.70  5683.06 4.18 3.75  85.4 -0.522 17.78 18.31 02a57316o0657c
57364.522267 -17.951  0.074  -240   18 o  0   2.66 158.77010  46.56066  6397.67  7504.37 3.47 3.15 -87.9 -0.463 19.19 20.80 02a57364o0533o
57364.537009 -18.383  0.118  -161   19 o  0   2.11 158.77010  46.56066  6116.41  6929.12 3.59 3.30 -85.0 -0.454 19.18 20.83 02a57364o0557o
57364.548032 -18.475  0.133  -148   20 o  0   1.96 158.77010  46.56066  7011.96  8091.09 3.47 3.18 -87.9 -0.471 19.20 20.77 02a57364o0575o
57364.556002 -18.125  0.087  -204   18 o  0   2.29 158.77010  46.56066  7305.47  6344.54 3.54 3.17  89.8 -0.459 19.18 20.78 02a57364o0588o
57365.598908 -17.930  0.072  -244   18 o  0   2.51 158.77010  46.56066  6445.36  7528.83 3.51 3.21 -89.9 -0.458 19.11 20.62 02a57365o0632o
57365.617158 -18.013  0.093  -226   21 o  0   1.46 158.77010  46.56066  6155.32  6947.73 3.64 3.34 -88.0 -0.444 19.12 20.71 02a57365o0656o
57365.638868 -18.984  0.226   -93   21 o  0   1.48 158.77010  46.56066  7069.78  8104.64 3.56 3.29  87.5 -0.461 19.18 20.77 02a57365o0686o
