###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57368.598902  20.151  0.738    32   23 o  0   1.25 158.95977 -34.27269  8902.99  9166.93 3.77 3.37  82.6 -0.453 19.07 20.63 02a57368o0646o
57368.600737  22.695  8.000     3   24 o  0   0.95 158.95977 -34.27269  8610.24  8574.20 3.85 3.30  80.2 -0.452 19.01 20.52 02a57368o0649o
57368.619967 -22.380  5.800    -4   24 o  0   1.17 158.95977 -34.27269  9485.64  9775.42 3.94 3.59  83.6 -0.433 19.11 20.77 02a57368o0679o
57368.645279  19.848  0.577    42   24 o  0   1.23 158.95977 -34.27269  9744.92  8020.66 4.03 3.41  79.4 -0.448 19.04 20.70 02a57368o0716o
57368.647248 -19.487  0.469   -58   27 o  0   1.03 158.95977 -34.27269   297.57  8035.59 4.59 3.52 -67.2 -0.439 19.05 20.66 02a57368o0719o
57369.586668  23.376 15.000     2   24 o  0   1.22 158.95977 -34.27269  8904.43  9166.62 3.80 3.51  77.9 -0.474 19.24 21.01 02a57369o0440o
57369.613146  20.823  1.000    17   17 o  0   1.47 158.95977 -34.27269  8607.71  8571.61 3.78 3.25  84.2 -0.469 19.34 21.15 02a57369o0480o
57369.632587 -20.852  1.238   -17   20 o  0   1.23 158.95977 -34.27269  9481.16  9772.36 3.88 3.47  82.1 -0.448 19.36 21.17 02a57369o0509o
57369.636200  23.077  9.000     2   19 o  0   1.19 158.95977 -34.27269  9748.17  8021.49 3.75 3.17  84.8 -0.463 19.36 21.15 02a57369o0515o
57369.657589 -21.097  2.067   -13   27 o  0   1.25 158.95977 -34.27269   294.95  8032.07 4.47 3.44 -65.1 -0.455 19.01 20.51 02a57369o0549o
57380.557495  20.029  2.025    35   72 o  0   1.41 158.95977 -34.27269  8883.37  9168.39 4.16 3.62  81.1 -0.441 18.22 19.21 02a57380o0524o
57380.585462 -20.743  3.391   -18   62 o  0   1.30 158.95977 -34.27269  8577.29  8581.23 3.92 3.33  83.7 -0.482 18.29 19.24 02a57380o0564o
57380.606639 -20.498  2.115   -23   48 o  0   1.02 158.95977 -34.27269  9448.65  9783.67 4.15 3.71  79.4 -0.435 18.30 19.29 02a57380o0595o
57380.615533  19.911  1.543    39   61 o  0   1.11 158.95977 -34.27269  9710.46  8037.86 4.18 3.46  79.7 -0.459 18.29 19.28 02a57380o0609o
57380.627424  20.080  2.152    34   73 o  0   1.01 158.95977 -34.27269   258.99  8052.75 4.96 3.72 -65.3 -0.424 18.31 19.33 02a57380o0627o
57397.486585 -20.201  0.548   -30   16 c  0   1.18 158.95977 -34.27269  8584.87  8419.33 4.03 3.69  73.4 -0.410 19.52 21.56 02a57397o0426c
57397.497717 -21.276  1.560   -11   18 c  0   1.01 158.95977 -34.27269  9435.99  9606.20 4.23 3.93  71.3 -0.385 19.55 21.62 02a57397o0444c
57397.501385  20.459  0.684    24   16 c  0   1.26 158.95977 -34.27269  9694.95  7853.42 4.15 3.64  77.6 -0.412 19.54 21.59 02a57397o0450c
57397.507559   0.000 20.743     0   18 c  0   1.05 158.95977 -34.27269   266.82  7882.99 4.35 3.83 -60.3 -0.399 19.51 21.51 02a57397o0460c
57404.546706 -20.299  1.043   -28   29 o  0   1.34 158.95977 -34.27269  1849.91  1521.64 5.02 3.66 -25.7 -0.508 19.15 20.78 02a57404o0576o
57404.548248 -22.235  4.583    -5   21 o  0   1.38 158.95977 -34.27269  8570.81  8595.01 3.77 3.30  84.4 -0.463 19.14 20.76 02a57404o0578o
57404.575962 -20.693  1.690   -19   32 o  0   1.23 158.95977 -34.27269  1270.40   918.90 5.50 3.67 -30.3 -0.511 19.12 20.72 02a57404o0620o
57404.589648 -22.414  5.714    -4   22 o  0   1.87 158.95977 -34.27269   996.55  2666.31 4.92 3.63 -35.5 -0.476 19.14 20.73 02a57404o0640o
57405.527363  19.913  0.695    39   27 o  0   0.81 158.95977 -34.27269  8872.20  9183.27 3.75 3.25  83.0 -0.470 19.11 20.64 02a57405o0523o
57405.552404  19.761  0.639    45   29 o  0   1.24 158.95977 -34.27269  2131.39  2114.12 4.69 3.63 -26.7 -0.493 19.09 20.66 02a57405o0561o
57405.578635 -19.846  0.758   -42   32 o  0   1.17 158.95977 -34.27269  1268.50   916.19 5.55 3.70 -30.4 -0.511 19.12 20.74 02a57405o0599o
57405.590435 -20.500  1.122   -23   26 o  0   1.37 158.95977 -34.27269   998.96  2664.08 4.87 3.64 -36.6 -0.476 19.11 20.70 02a57405o0616o
57405.618006 -21.321  2.720   -11   29 o  0   1.01 158.95977 -34.27269 10449.98  2651.33 3.81 3.47  45.7 -0.518 19.14 20.76 02a57405o0656o
57406.522562  19.916  0.786    39   31 o  0   1.16 158.95977 -34.27269  9451.25  8616.38 3.86 3.15  84.5 -0.486 18.80 20.25 02a57406o0382o
57406.525595  19.332  0.493    67   33 o  0   1.23 158.95977 -34.27269   266.30  9228.68 4.42 3.54 -68.1 -0.482 18.81 20.08 02a57406o0387o
57406.526800 -20.749  1.739   -18   32 o  0   1.08 158.95977 -34.27269  9727.67  9214.88 3.91 3.25  84.4 -0.479 18.83 20.12 02a57406o0389o
57406.546307 -20.031  0.670   -35   24 o  0   1.29 158.95977 -34.27269  8857.12  8018.70 3.78 3.15  82.7 -0.495 19.03 20.54 02a57406o0417o
57406.557502  20.282  1.233    28   34 o  0   0.92 158.95977 -34.27269  2127.03   940.16 5.28 3.56 -23.2 -0.542 19.15 20.71 02a57406o0435o
57407.497564 -20.392  1.523   -25   38 o  0   1.26 158.95977 -34.27269  9462.02  8612.46 3.85 3.30  85.3 -0.467 18.62 19.76 02a57407o0482o
57407.521336 -23.612 29.667    -1   39 o  0   1.18 158.95977 -34.27269  9728.74  9214.83 4.10 3.57  81.5 -0.434 18.61 19.81 02a57407o0517o
57407.524996  19.717  0.924    47   44 o  0   1.18 158.95977 -34.27269   264.33  9229.40 4.50 3.87 -70.1 -0.461 18.57 19.82 02a57407o0523o
57407.546993 -20.015  0.965   -36   34 o  0   1.24 158.95977 -34.27269  8852.38  8021.15 4.05 3.47  82.0 -0.447 18.60 19.84 02a57407o0555o
57407.553880  19.634  0.887    51   45 o  0   1.02 158.95977 -34.27269  2127.31   942.58 5.25 3.77 -25.7 -0.513 18.68 19.85 02a57407o0566o
57410.498078  18.684  0.674   122   82 o  0   1.30 158.95977 -34.27269  9458.21  8617.33 3.92 3.41  85.0 -0.463 18.14 18.90 02a57410o0481o
57410.522404  20.117  2.775    33   90 o  0   1.35 158.95977 -34.27269  9722.26  9220.48 3.93 3.44  84.4 -0.453 18.17 18.86 02a57410o0517o
57410.525446 -18.921  0.816   -98   80 o  0   1.60 158.95977 -34.27269   260.10  9233.93 4.13 3.56 -69.9 -0.477 18.19 18.88 02a57410o0522o
57410.527287 -19.295  1.196   -70   83 o  0   1.87 158.95977 -34.27269  8859.27  8019.86 3.75 3.21  84.3 -0.483 18.17 18.84 02a57410o0525o
57410.546113 -20.279  2.239   -28   63 o  0   1.23 158.95977 -34.27269  2124.35   942.88 5.21 3.72 -27.4 -0.506 18.16 18.86 02a57410o0552o
57411.497654 -20.613  5.208   -21  108 o  0   1.36 158.95977 -34.27269  9448.39  8619.21 4.11 3.49  82.3 -0.461 18.03 18.75 02a57411o0479o
57411.500119  22.745 43.857     3  127 o  0   1.05 158.95977 -34.27269  9725.78  9217.10 3.98 3.43  83.3 -0.464 18.07 18.71 02a57411o0483o
57411.523894  20.198  3.286    30   99 o  0   1.27 158.95977 -34.27269   252.53  9236.33 4.40 3.69 -68.5 -0.483 18.09 18.75 02a57411o0517o
57411.528911  21.172  8.500    12  105 o  0   1.55 158.95977 -34.27269  8848.22  8024.90 3.99 3.32  82.7 -0.495 18.04 18.70 02a57411o0525o
57411.546927 -21.270  6.353   -11   72 o  0   1.30 158.95977 -34.27269  2117.23   944.43 5.33 3.71 -23.8 -0.537 18.05 18.70 02a57411o0552o
57412.496183  17.992  0.419   231   97 o  0   1.06 158.95977 -34.27269  9450.85  8620.18 4.27 3.65  78.8 -0.440 18.05 18.98 02a57412o0428o
57412.498656  18.694  0.898   121  109 o  0   1.24 158.95977 -34.27269  9727.93  9217.48 4.42 3.81  78.5 -0.423 18.06 18.89 02a57412o0432o
57412.522609  18.883  0.785   102   80 o  0   1.26 158.95977 -34.27269   252.35  9237.44 4.72 3.85 -67.5 -0.454 18.13 18.93 02a57412o0466o
57412.527602 -18.825  0.769  -107   82 o  0   1.30 158.95977 -34.27269  8849.75  8026.58 3.96 3.25  82.7 -0.488 18.16 18.90 02a57412o0474o
57412.545827  20.065  2.000    34   68 o  0   0.97 158.95977 -34.27269  2120.44   942.01 5.37 3.74 -24.9 -0.532 18.17 18.90 02a57412o0501o
