###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57313.647264 -20.458  2.517   -24   60 c  0   1.65 145.63279   7.09608  7500.15  6104.49 4.13 3.66 -86.8 -0.462 18.09 18.87 02a57313o0560c
57319.637978  20.460  1.103    24   26 o  0   1.12 145.63279   7.09608  7450.22  6114.43 3.96 3.23 -85.0 -0.492 18.78 20.23 02a57319o0659o
57323.653873 -18.492  0.844  -146  123 o  0   1.09 145.63279   7.09608  7461.37  6130.65 3.77 2.89 -87.2 -0.536 17.25 17.30 02a57323o0703o
57342.629549  21.559  2.000     9   17 c  0   1.04 145.63279   7.09608  7502.87  6161.64 3.84 3.56  85.2 -0.404 19.32 21.07 02a57342o0571c
57342.651782 -20.755  1.179   -18   21 c  0   1.20 145.63279   7.09608  7496.83  6166.84 3.81 3.54  84.9 -0.400 18.99 20.40 02a57342o0603c
57388.629251  21.055  1.606    14   22 o  0   1.63 145.63279   7.09608  3538.36  4239.50 3.86 3.45 -42.5 -0.457 18.96 20.41 02a57388o0691o
57388.661881 -19.881  0.766   -40   31 o  0   1.11 145.63279   7.09608  2957.31  3659.70 4.64 3.73 -21.3 -0.427 18.73 20.14 02a57388o0743o
57388.678213 -15.893  0.143 -1595  228 o  0   4.50 145.63279   7.09608  2667.96  5400.81 4.00 3.52 -51.7 -0.544 17.19 17.05 02a57388o0769o
57391.613174 -20.512  0.734   -23   17 c  0   1.09 145.63279   7.09608  3544.01  4236.45 3.97 3.59 -36.3 -0.403 19.52 21.33 02a57391o0640c
57400.511452 -20.755  0.772   -18   14 c  0   0.92 145.63279   7.09608  7129.92  6327.42 3.71 3.41  82.0 -0.404 19.72 21.76 02a57400o0484c
57400.528986 -19.556  1.615   -55   88 c  0   0.78 145.63279   7.09608  6797.62  5735.74 3.78 3.67   1.7 -0.655 17.70 19.81 02a57400o0506c
57400.572722  20.443  0.588    24   14 c  0   1.70 145.63279   7.09608  2629.46  5319.99 3.96 3.64 -46.8 -0.399 19.68 21.69 02a57400o0566c
57401.509856 -23.416  7.800    -2   12 c  0   1.28 145.63279   7.09608  7199.48  6476.28 3.68 3.36  87.6 -0.410 19.72 21.73 02a57401o0499c
57401.527054 -21.153  1.158   -13   14 c  0   0.95 145.63279   7.09608  3848.61  4820.23 3.76 3.59 -48.4 -0.393 19.68 21.64 02a57401o0524c
57401.555980  21.421  1.593    10   16 c  0   1.16 145.63279   7.09608  2960.00  3660.08 4.04 3.63 -35.2 -0.403 19.63 21.53 02a57401o0564c
57401.573187 -20.022  0.388   -36   14 c  0   1.54 145.63279   7.09608  2665.81  5403.01 3.85 3.59 -52.5 -0.408 19.65 21.59 02a57401o0588c
57408.468370 -22.192  6.071    -5   29 o  0   1.07 145.63279   7.09608  7782.98  5892.05 3.63 3.22  83.2 -0.451 18.60 19.61 02a57408o0453o
57408.493094 -25.127 94.000    -0   30 o  0   1.21 145.63279   7.09608  8071.44  6478.25 3.51 3.06  85.3 -0.468 18.63 19.60 02a57408o0489o
57408.527429 -20.194  0.976   -30   30 o  0   1.26 145.63279   7.09608  3541.78  5395.57 3.63 3.41 -66.8 -0.429 18.65 19.68 02a57408o0539o
57408.537432  21.410  3.074    10   30 o  0   1.08 145.63279   7.09608  3849.91  3655.89 3.66 3.46 -40.3 -0.430 18.65 19.67 02a57408o0553o
57421.559155  22.300  3.538     4   15 c  0   1.18 145.63279   7.09608  3014.86  4859.76 3.78 3.59 -55.9 -0.389 19.51 21.34 02a57421o0603c
57421.582842  20.777  0.959    18   17 c  0   1.08 145.63279   7.09608  2726.90  4280.55 3.94 3.66 -41.8 -0.389 19.39 21.14 02a57421o0642c
57421.606578  21.775  2.421     7   17 c  0   1.38 145.63279   7.09608  3880.77  3704.86 3.93 3.69 -31.8 -0.381 19.29 20.98 02a57421o0681c
57421.630271 -21.644  2.444    -8   20 c  0   1.24 145.63279   7.09608  3832.01  3665.68 4.26 3.94 -29.9 -0.363 19.11 20.82 02a57421o0720c
57422.555771 -21.234  1.333   -12   16 c  0   1.31 145.63279   7.09608  2801.27  4917.46 4.09 3.73 -43.2 -0.396 19.56 21.54 02a57422o0597c
57422.579421 -20.102  0.593   -33   20 c  0   0.87 145.63279   7.09608  2515.38  4337.78 4.20 3.68 -37.5 -0.412 19.45 21.32 02a57422o0636c
57422.603108  21.151  1.556    13   20 c  0   1.21 145.63279   7.09608  3670.25  3761.76 4.49 4.02 -24.2 -0.362 19.24 21.15 02a57422o0675c
57422.626770  21.599  2.294     8   19 c  0   1.44 145.63279   7.09608  3831.59  3665.87 4.48 4.05 -22.3 -0.367 19.13 20.94 02a57422o0714c
57428.544458  22.498  4.400     4   16 c  0   1.09 145.63279   7.09608  3020.70  4909.43 3.99 3.58 -42.3 -0.424 19.60 21.56 02a57428o0565c
57428.568348  22.538  4.444     4   16 c  0   1.42 145.63279   7.09608  2751.86  4336.33 4.14 3.58 -34.9 -0.423 19.59 21.52 02a57428o0604c
