###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57303.314864  24.057 37.000     1   32 o  0   0.73 344.22739 -37.33949  5324.53  4986.04 3.84 3.54 -71.9 -0.476 18.86 20.43 02a57303o0116o
57303.320677  20.000  0.821    36   30 o  0   1.02 344.22739 -37.33949  5320.89  4987.06 4.04 3.74 -71.6 -0.452 18.85 20.49 02a57303o0121o
57303.372445  21.286  2.538    11   28 o  0   1.00 344.22739 -37.33949  3764.89  7060.83 4.00 3.49 -66.3 -0.458 18.96 20.61 02a57303o0146o
57321.287610 -20.588  3.227   -21   68 o  0   0.98 344.22739 -37.33949  5331.79  5010.50 3.83 3.21 -77.1 -0.460 17.78 18.54 02a57321o0158o
57321.310035  19.250  0.880    72   64 o  0   1.13 344.22739 -37.33949  5282.05  5628.91 3.97 3.38 -67.9 -0.496 17.83 18.50 02a57321o0188o
57329.282623  20.827  2.857    17   48 o  0   0.60 344.22739 -37.33949  5342.79  5648.73 4.45 3.78 -69.7 -0.494 18.55 20.09 02a57329o0135o
57329.305966  19.828  0.921    43   39 o  0   1.05 344.22739 -37.33949  5346.05  5649.07 4.26 3.58 -73.5 -0.497 18.51 20.05 02a57329o0172o
57333.285398  20.081  0.585    34   20 c  0   1.07 344.22739 -37.33949  5348.66  5648.55 4.07 3.88 -78.0 -0.368 19.29 21.18 02a57333o0158c
57616.482785 -19.243  0.877   -73   64 o  0   0.91 344.22739 -37.33949  5579.74  5880.67 3.90 3.57 -56.1 -0.497 17.94 19.27 02a57616o0483o
57616.500397 -20.628  2.435   -20   50 o  0   1.33 344.22739 -37.33949  5565.59  5841.31 3.74 3.39 -73.8 -0.516 18.05 19.32 02a57616o0517o
57616.517028  19.178  0.734    77   57 o  0   0.92 344.22739 -37.33949  5614.10  5917.31 3.79 3.44 -75.8 -0.503 18.05 19.32 02a57616o0549o
57675.342928  19.541  1.038    55   58 o  0   0.96 344.22739 -37.33949  6504.05  4937.65 3.85 3.63 -85.2 -0.422 17.96 18.54 02a57675o0323o
57675.355341  18.882  0.563   102   57 o  0   1.14 344.22739 -37.33949  6491.05  4899.31 4.00 3.82 -85.7 -0.405 17.89 18.51 02a57675o0348o
57675.367652 -20.613  2.736   -21   56 o  0   1.02 344.22739 -37.33949  6554.42  4976.59 3.67 3.42 -73.5 -0.453 17.97 18.47 02a57675o0373o
57679.321198 -20.622  2.465   -20   50 o  0   1.03 344.22739 -37.33949  6895.72  6440.94 3.94 3.87 -10.0 -0.413 18.15 19.11 02a57679o0277o
57679.333705 -19.702  0.924   -48   44 o  0   0.94 344.22739 -37.33949  6880.78  6403.72 3.76 3.50 -89.1 -0.426 18.26 19.12 02a57679o0302o
57679.346656  19.280  0.699    70   49 o  0   0.94 344.22739 -37.33949  6944.58  6481.77 4.15 3.95  87.1 -0.399 18.14 19.13 02a57679o0328o
57687.311752 -22.347  4.667    -4   20 c  0   1.08 344.22739 -37.33949  6280.20  7164.67 3.72 3.57  83.5 -0.411 19.36 21.11 02a57687o0249c
57687.324168 -21.383  1.931   -10   20 c  0   1.21 344.22739 -37.33949  6266.65  7125.23 3.76 3.61  80.6 -0.411 19.37 21.11 02a57687o0274c
57691.309482  20.504  0.925    23   21 c  0   1.36 344.22739 -37.33949  4975.50  4881.05 4.27 4.17 -82.4 -0.354 19.21 21.04 02a57691o0144c
57691.322438  21.267  1.964    11   22 c  0   1.06 344.22739 -37.33949  4962.64  4842.19 4.14 3.98 -87.4 -0.363 19.22 21.00 02a57691o0169c
57695.300952  20.652  0.907    20   18 c  0   1.45 344.22739 -37.33949  3642.91  3844.42 3.96 3.83  79.7 -0.370 19.34 21.11 02a57695o0239c
57695.313924 -20.925  1.238   -16   19 c  0   1.13 344.22739 -37.33949  3629.16  3804.83 3.95 3.82  81.5 -0.368 19.33 21.09 02a57695o0264c
57703.275798 -18.871  0.420  -103   43 o  0   0.97 344.22739 -37.33949  3979.34  5778.84 3.52 3.49  61.4 -0.425 18.31 19.01 02a57703o0191o
57703.288135  21.163  4.229    12   53 o  0   0.74 344.22739 -37.33949  3964.80  5740.97 3.61 3.52  67.7 -0.414 18.29 18.99 02a57703o0215o
57707.271185 -18.435  0.288  -153   44 o  0   1.00 344.22739 -37.33949  4432.61  4311.89 3.69 3.60 -88.9 -0.412 18.22 18.92 02a57707o0160o
57707.284055  18.768  0.422   113   48 o  0   1.10 344.22739 -37.33949  4402.76  4272.01 3.80 3.69 -78.5 -0.412 18.17 18.89 02a57707o0185o
57715.254049  24.032 25.500     1   23 c  0   1.11 344.22739 -37.33949  3646.33  5115.00 4.20 4.13  87.4 -0.348 19.22 21.10 02a57715o0149c
57911.612286 -20.461  0.733   -24   17 o  0   1.31 344.22739 -37.33949  3977.81  4876.77 2.12 2.06  38.5 -0.507 19.00 19.73 02a57911o0698o
57922.612383  21.143  1.963    13   25 o  0   0.75 344.22739 -37.33949  5000.08  5233.12 3.66 3.30   5.0 -0.413 18.73 19.92 01a57922o0748o
