###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57319.619119 -20.277  0.880   -28   25 o  0   1.78 143.81012  13.13473  9819.52  4012.49 4.57 3.87  54.5 -0.485 18.81 20.28 02a57319o0634o
57323.656623 -17.209  0.577  -475  274 o  0   0.69 143.81012  13.13473   103.32  3991.09 5.73 3.63 -44.5 -0.428 16.90 16.59 02a57323o0707o
57342.606559  20.096  0.545    33   18 c  0   0.98 143.81012  13.13473  9874.78  4059.24 4.02 3.82  46.0 -0.413 19.33 21.10 02a57342o0538c
57342.632132   0.000 20.675    -0   20 c  0   0.97 143.81012  13.13473   145.88  4022.17 4.83 3.78 -42.6 -0.372 19.31 21.01 02a57342o0575c
57342.640249 -23.102  9.000    -2   19 c  0   0.82 143.81012  13.13473  9874.08  4066.46 3.93 3.61  75.3 -0.423 19.33 21.04 02a57342o0587c
57342.658516  19.801  1.353    44   59 c  0   0.92 143.81012  13.13473   142.22  4026.46 4.74 3.77 -41.8 -0.367 18.22 18.89 02a57342o0613c
57388.606711 -20.200  0.794   -30   24 o  0   1.15 143.81012  13.13473  1171.59  6336.41 4.17 3.41 -62.3 -0.476 19.01 20.50 02a57388o0655o
57388.623614  20.913  1.757    16   28 o  0   0.89 143.81012  13.13473  1466.27  6917.63 4.05 3.36 -65.0 -0.473 19.00 20.48 02a57388o0682o
57388.640082 -21.153  2.308   -12   29 o  0   1.06 143.81012  13.13473   595.91  5758.45 4.49 3.52 -54.6 -0.441 18.93 20.37 02a57388o0708o
57388.656936 -20.251  0.952   -29   27 o  0   1.29 143.81012  13.13473   276.86  7512.49 4.39 3.53 -60.3 -0.447 18.88 20.28 02a57388o0735o
57388.669425  20.685  2.120    19   41 o  0   1.06 143.81012  13.13473 10317.53  5796.31 3.80 3.26  81.1 -0.479 18.43 19.46 02a57388o0755o
57391.590016  21.336  1.481    11   16 c  0   1.15 143.81012  13.13473  1174.20  6337.59 4.23 3.60 -55.4 -0.434 19.54 21.43 02a57391o0604c
57391.607501 -21.825  2.444    -7   16 c  0   0.96 143.81012  13.13473  1469.96  6917.71 4.08 3.57 -61.0 -0.438 19.52 21.34 02a57391o0631c
57400.502715 -20.108  0.368   -33   12 c  0   1.27 143.81012  13.13473  9505.44  4243.96 3.85 3.53  79.2 -0.422 19.71 21.74 02a57400o0474c
57400.526114 -21.900  2.353    -6   15 c  0   1.13 143.81012  13.13473  1345.62  6806.96 4.00 3.67 -58.2 -0.419 19.68 21.67 02a57400o0503c
57400.542389 -20.413  0.633   -25   16 c  0   0.92 143.81012  13.13473   506.13  5656.72 4.37 3.73 -47.1 -0.391 19.66 21.65 02a57400o0525c
57400.553004  21.256  1.300    11   15 c  0   1.06 143.81012  13.13473 10225.07  5686.29 4.07 3.70  82.9 -0.414 19.60 21.65 02a57400o0539c
57400.574684 -20.507  0.586   -23   13 c  0   1.21 143.81012  13.13473   249.74  7424.10 4.19 3.75 -55.0 -0.391 19.66 21.66 02a57400o0569c
57400.579126  22.057  2.625     6   14 c  0   0.84 143.81012  13.13473  9968.01  7447.71 3.86 3.43  87.3 -0.427 19.68 21.68 02a57400o0576c
57401.503312  20.825  0.843    17   14 c  0   0.92 143.81012  13.13473  9570.45  4380.87 3.79 3.43  81.1 -0.430 19.70 21.71 02a57401o0489c
57401.525843  20.855  0.913    16   15 c  0   1.20 143.81012  13.13473  1471.43  6917.31 3.93 3.61 -61.1 -0.425 19.67 21.63 02a57401o0522c
57401.542685  21.768  2.222     7   16 c  0   1.01 143.81012  13.13473   594.78  5761.12 4.25 3.63 -51.2 -0.407 19.63 21.53 02a57401o0545c
57401.555368  21.580  1.577     8   13 c  0   1.11 143.81012  13.13473 10319.97  5797.17 3.81 3.31  86.9 -0.417 19.62 21.50 02a57401o0563c
57401.574388  21.325  1.379    11   15 c  0   1.06 143.81012  13.13473   273.56  7515.78 4.00 3.60 -57.8 -0.411 19.64 21.54 02a57401o0590c
57408.461994  23.484 23.750     2   35 o  0   1.07 143.81012  13.13473 10157.58  3785.45 3.71 3.23  79.1 -0.475 18.61 19.59 02a57408o0444o
57408.480254 -19.176  0.518   -78   40 o  0   0.83 143.81012  13.13473   423.94  3753.07 4.45 3.48 -45.4 -0.451 18.63 19.60 02a57408o0471o
57408.489023 -20.379  1.296   -26   33 o  0   1.09 143.81012  13.13473 10455.39  4373.62 3.73 3.16  86.7 -0.468 18.60 19.56 02a57408o0483o
57408.502983  19.457  0.555    60   33 o  0   1.33 143.81012  13.13473  1168.79  7496.61 3.72 3.41 -70.4 -0.476 18.65 19.64 02a57408o0504o
57408.511807  19.584  0.609    53   32 o  0   1.10 143.81012  13.13473 10026.53  6364.09 3.62 3.05 -88.3 -0.458 18.68 19.71 02a57408o0517o
57408.521359 -24.138 43.000    -1   34 o  0   1.09 143.81012  13.13473  1480.23  5748.76 3.88 3.50 -57.5 -0.448 18.63 19.66 02a57408o0531o
57421.549402  20.676  0.980    20   19 c  0   0.79 143.81012  13.13473   625.03  6963.74 4.05 3.76 -60.3 -0.400 19.48 21.36 02a57421o0587c
57421.564006 -20.738  0.882   -18   16 c  0   1.14 143.81012  13.13473 10374.15  7003.52 3.87 3.48 -85.5 -0.426 19.47 21.30 02a57421o0611c
57421.573089 -23.771 14.000    -1   16 c  0   1.05 143.81012  13.13473   339.76  6385.62 4.02 3.67 -56.6 -0.394 19.41 21.16 02a57421o0626c
57421.587710 -20.307  0.635   -27   17 c  0   0.97 143.81012  13.13473 10064.68  6418.99 3.85 3.44 -85.7 -0.429 19.37 21.11 02a57421o0650c
57421.596846 -20.885  1.098   -16   18 c  0   1.14 143.81012  13.13473  1505.24  5797.70 4.04 3.73 -55.8 -0.407 19.27 20.97 02a57421o0665c
57421.620528  21.221  1.778    12   21 c  0   0.92 143.81012  13.13473  1453.02  5760.80 4.20 3.85 -52.2 -0.403 19.12 20.82 02a57421o0704c
57422.543619  20.627  0.837    20   17 c  0   0.83 143.81012  13.13473   413.00  7023.58 4.35 3.72 -58.7 -0.403 19.56 21.52 02a57422o0577c
57422.563065 -20.577  0.736   -21   16 c  0   1.11 143.81012  13.13473 10143.19  7058.45 4.10 3.59  78.4 -0.422 19.51 21.47 02a57422o0609c
57422.567296  24.125 20.500     1   17 c  0   1.07 143.81012  13.13473   129.65  6444.82 4.36 3.68 -54.5 -0.376 19.48 21.37 02a57422o0616c
57422.586742 -20.435  0.714   -24   17 c  0   0.99 143.81012  13.13473  9855.65  6473.09 3.94 3.43  80.0 -0.436 19.42 21.27 02a57422o0648c
57422.590989  21.059  1.062    14   14 c  0   1.67 143.81012  13.13473  1294.69  5856.33 4.28 3.72 -50.9 -0.422 19.35 21.16 02a57422o0655c
57422.614616 -24.699 46.000    -0   22 c  0   0.98 143.81012  13.13473  1454.85  5759.31 4.45 3.93 -48.7 -0.405 19.18 20.97 02a57422o0694c
57428.532206  21.439  1.667    10   16 c  0   0.98 143.81012  13.13473   618.17  7004.24 4.26 3.65 -55.1 -0.417 19.57 21.52 02a57428o0545c
57428.549357 -20.049  0.473   -35   16 c  0   0.99 143.81012  13.13473 10354.00  7046.38 4.02 3.36  83.5 -0.421 19.58 21.51 02a57428o0573c
57428.556099 -19.779  0.407   -44   18 c  0   0.80 143.81012  13.13473   371.75  6433.59 4.37 3.66 -52.3 -0.407 19.54 21.48 02a57428o0584c
57428.573236  22.852  6.000     3   16 c  0   0.95 143.81012  13.13473 10101.68  6470.29 3.90 3.30  83.3 -0.441 19.56 21.48 02a57428o0612c
57428.579975  22.303  3.818     4   17 c  0   1.16 143.81012  13.13473  1570.37  5852.24 4.15 3.58 -48.5 -0.440 19.51 21.46 02a57428o0623c
57428.603864 -21.587  2.250    -8   19 c  0   0.72 143.81012  13.13473  1578.72  5702.09 4.19 3.59 -48.2 -0.436 19.43 21.30 02a57428o0662c
57436.248866  21.724 10.455     7   78 c  0   1.03 143.81012  13.13473 10369.13  3945.66 5.13 4.50  48.5 -0.457 18.00 19.01 02a57436o0071c
57436.250529 -18.936  0.732   -97   71 c  0   1.09 143.81012  13.13473   651.41  3926.01 5.20 4.34 -35.2 -0.406 17.97 18.93 02a57436o0073c
57436.271174 -20.202  2.023   -30   61 c  0   1.02 143.81012  13.13473  9483.63  5121.12 5.54 4.74  16.8 -0.380 18.03 19.21 02a57436o0106c
57436.271787 -19.603  1.096   -52   57 c  0   1.04 143.81012  13.13473   931.08  4513.61 5.26 4.38 -23.5 -0.396 18.08 19.17 02a57436o0107c
57436.285289  20.280  1.720    28   48 c  0   1.33 143.81012  13.13473  9217.23  4932.18 4.80 4.28  65.1 -0.423 18.21 19.29 02a57436o0129c
57444.510750 -22.165  6.455    -5   32 o  0   1.15 143.81012  13.13473  1681.97  5583.72 4.11 3.58 -48.7 -0.444 18.52 19.63 02a57444o0231o
57445.448411  19.935  0.720    38   28 o  0   0.83 143.81012  13.13473   264.17  7023.94 3.95 3.38 -60.3 -0.438 18.93 20.19 02a57445o0486o
57445.461420 -20.615  1.316   -21   27 o  0   1.17 143.81012  13.13473  9995.86  7053.14 3.98 2.98  84.1 -0.468 18.89 20.14 02a57445o0510o
57445.483685  22.557  7.700     3   26 o  0   1.12 143.81012  13.13473  9687.66  6469.93 3.84 2.88  85.4 -0.482 18.88 20.09 02a57445o0551o
57445.492845  19.856  0.689    42   29 o  0   1.03 143.81012  13.13473  1144.30  5856.75 3.88 3.34 -47.7 -0.482 18.85 20.04 02a57445o0568o
57445.515043 -19.926  0.687   -39   27 o  0   1.16 143.81012  13.13473  1414.32  5740.26 3.86 3.32 -50.6 -0.469 18.80 19.96 02a57445o0609o
57452.443483  23.463 10.500     2   16 c  0   0.88 143.81012  13.13473   391.56  7138.33 4.07 3.65 -50.4 -0.417 19.69 21.74 02a57452o0370c
57452.459943 -20.081  0.404   -34   14 c  0   1.24 143.81012  13.13473 10141.80  7172.82 4.09 3.45  79.8 -0.434 19.67 21.70 02a57452o0402c
57452.465567  22.725  5.250     3   16 c  0   0.88 143.81012  13.13473   104.46  6560.02 4.13 3.63 -52.6 -0.380 19.65 21.67 02a57452o0413c
57452.481799  22.432  3.909     4   15 c  0   1.04 143.81012  13.13473  9832.31  6587.83 3.97 3.28  81.4 -0.423 19.66 21.63 02a57452o0445c
57452.487426  24.981 37.000     0   14 c  0   1.44 143.81012  13.13473  1271.50  5970.49 3.95 3.53 -51.1 -0.432 19.62 21.57 02a57452o0456c
57452.509654 -21.704  2.200    -8   17 c  0   0.94 143.81012  13.13473  1412.18  5737.82 3.97 3.55 -48.2 -0.432 19.56 21.47 02a57452o0499c
