###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57400.586711  23.285  7.000     2   12 c  0   2.09 177.11382  12.72723  4437.91  5023.00 3.89 3.73 -66.5 -0.384 19.66 21.74 02a57400o0587c
57400.593098 -18.697  0.110  -120   13 c  0   1.72 177.11382  12.72723  4144.90  4438.74 4.13 3.95 -47.7 -0.364 19.62 21.76 02a57400o0597c
57400.627158 -20.785  0.652   -18   12 c  0   2.37 177.11382  12.72723  5562.36  4873.91 4.02 3.95 -65.9 -0.367 19.64 21.81 02a57400o0648c
57400.634349  20.075  0.420    34   14 c  0   1.61 177.11382  12.72723  5289.69  6621.27 4.24 4.05 -86.7 -0.365 19.59 21.81 02a57400o0656c
57401.587595 -19.289  0.183   -70   13 c  0   1.71 177.11382  12.72723  4480.33  5148.96 3.70 3.51 -69.9 -0.394 19.67 21.64 02a57401o0608c
57401.593151 -19.597  0.233   -53   12 c  0   2.46 177.11382  12.72723  4197.83  4568.91 3.79 3.55 -50.4 -0.399 19.68 21.65 02a57401o0617c
57401.627854  22.223  2.400     5   11 c  0   2.38 177.11382  12.72723  5680.88  4980.61 3.61 3.48  88.4 -0.401 19.71 21.68 02a57401o0668c
57401.633841 -21.655  1.692    -8   13 c  0   2.30 177.11382  12.72723  5391.12  6724.55 3.59 3.36  88.7 -0.413 19.71 21.67 02a57401o0674c
57408.618848 -19.788  0.528   -44   23 o  0   1.26 177.11382  12.72723  5684.34  6139.59 3.52 3.29 -88.6 -0.440 19.00 20.37 02a57408o0675o
57408.634140 -19.888  0.525   -40   21 o  0   1.53 177.11382  12.72723  5397.94  5558.45 3.47 3.28 -86.5 -0.441 19.19 20.70 02a57408o0698o
57408.656589 -18.348  0.111  -166   18 o  0   1.62 177.11382  12.72723  6259.31  6724.13 3.43 3.14  89.9 -0.462 19.20 20.71 02a57408o0733o
57408.662129 -18.985  0.174   -92   16 o  0   2.51 177.11382  12.72723  6545.08  4984.92 3.44 3.20  89.2 -0.452 19.16 20.64 02a57408o0742o
57436.343521 -18.179  0.242  -194   47 c  0   1.24 177.11382  12.72723  5288.87  4732.46 4.41 4.16  -1.6 -0.363 18.20 19.32 02a57436o0224c
57436.358854 -17.416  0.101  -392   40 c  0   1.46 177.11382  12.72723  5567.48  5315.92 4.06 4.02  -8.7 -0.378 18.35 19.48 02a57436o0239c
57436.372597 -20.606  1.840   -21   38 c  0   1.19 177.11382  12.72723  4394.72  5896.18 4.08 3.94 -17.8 -0.376 18.45 19.61 02a57436o0262c
57436.386326 -18.286  0.189  -176   33 c  0   1.48 177.11382  12.72723  4147.69  5703.39 3.81 3.70 -55.3 -0.390 18.57 19.69 02a57436o0285c
57444.598612 -19.713  0.870   -47   41 o  0   1.10 177.11382  12.72723  6770.92  4819.63 3.59 3.40  89.3 -0.465 18.37 19.22 02a57444o0294o
57445.539610 -21.596  3.077    -8   26 o  0   1.50 177.11382  12.72723  5350.92  6238.46 3.41 3.07 -82.6 -0.487 18.78 19.85 02a57445o0654o
57445.562058 -19.509  0.445   -57   25 o  0   1.17 177.11382  12.72723  5068.20  5660.22 3.41 3.16 -75.2 -0.475 18.77 19.84 02a57445o0695o
