###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57323.614806 -19.267  0.651   -71   46 o  0   2.24 148.33857   0.69680  5109.15  8787.21 4.08 3.29 -74.0 -0.501 18.18 19.11 02a57323o0650o
57323.640885 -19.209  0.659   -75   50 o  0   2.11 148.33857   0.69680  5102.19  8794.84 4.18 3.38 -73.9 -0.483 18.19 19.16 02a57323o0685o
57342.631483 -19.449  0.299   -60   18 c  0   2.60 148.33857   0.69680  5143.45  8827.40 4.12 3.98  88.8 -0.398 19.23 21.01 02a57342o0574c
57342.654457 -19.499  0.553   -58   32 c  0   2.72 148.33857   0.69680  5143.02  8834.04 3.84 3.68 -88.3 -0.414 18.70 19.82 02a57342o0607c
57388.643776  19.033  0.372    88   33 o  0   2.97 148.33857   0.69680  5901.66  1569.81 4.21 3.39  -5.3 -0.532 18.91 20.28 02a57388o0714o
57388.660039 -19.202  0.452   -76   34 o  0   2.54 148.33857   0.69680  6188.22  2155.59 4.34 3.48  -2.7 -0.477 18.79 20.16 02a57388o0740o
57388.676332  19.693  3.188    48  154 o  0   1.12 148.33857   0.69680  5322.38   982.84 4.99 3.49  -5.7 -0.522 17.47 17.66 02a57388o0766o
57400.510210 -19.936  0.431   -38   17 c  0   1.79 148.33857   0.69680  4782.17  8987.31 3.85 3.65 -89.4 -0.420 19.71 21.79 02a57400o0482c
57400.544219  21.212  1.129    12   13 c  0   3.14 148.33857   0.69680  6084.13  2072.40 4.12 3.69  -1.5 -0.412 19.67 21.69 02a57400o0528c
57400.555950  19.674  0.355    49   17 c  0   2.18 148.33857   0.69680  5243.03   903.22 4.59 3.82  -6.6 -0.441 19.65 21.70 02a57400o0543c
57400.580966  18.877  0.159   102   16 c  0   1.99 148.33857   0.69680  4991.55  2646.56 4.15 3.69 -11.6 -0.393 19.70 21.74 02a57400o0579c
57401.510459  22.816  5.125     3   14 c  0   3.15 148.33857   0.69680  4840.06  9143.46 3.78 3.57  72.9 -0.425 19.71 21.73 02a57401o0500c
57401.543891 -21.484  1.840    -9   17 c  0   1.95 148.33857   0.69680  6191.68  2155.73 4.00 3.64  -1.6 -0.419 19.62 21.54 02a57401o0547c
57401.556581 -21.240  1.357   -12   16 c  0   3.13 148.33857   0.69680  5320.51   984.94 4.29 3.60  -6.1 -0.465 19.64 21.55 02a57401o0565c
57401.580525  19.863  0.379    41   16 c  0   5.79 148.33857   0.69680  5024.07  2716.10 3.93 3.60 -14.5 -0.406 19.67 21.61 02a57401o0599c
57408.488413 -19.563  0.584   -54   32 o  0   3.85 148.33857   0.69680  5427.91  8560.74 3.58 3.32  81.3 -0.464 18.60 19.60 02a57408o0482o
57408.504354 -19.565  0.679   -54   37 o  0   2.56 148.33857   0.69680  5709.13  9152.56 3.43 3.34  60.6 -0.460 18.65 19.65 02a57408o0506o
57408.524543 -19.526  0.732   -56   41 o  0   1.77 148.33857   0.69680  4838.72  8006.70 3.44 3.22  79.1 -0.474 18.68 19.67 02a57408o0535o
57408.552707 -19.552  0.677   -55   37 o  0   2.95 148.33857   0.69680  6202.32   981.87 4.11 3.43  -1.7 -0.495 18.66 19.69 02a57408o0576o
57421.568825 -20.458  0.677   -24   16 c  0   2.55 148.33857   0.69680  5376.80  2189.64 4.04 3.72 -11.2 -0.396 19.47 21.31 02a57421o0619c
57421.592580  19.082  0.213    84   18 c  0   4.09 148.33857   0.69680  5086.91  1606.92 4.29 3.77 -10.5 -0.411 19.35 21.12 02a57421o0658c
57421.616299 -21.374  2.000   -10   20 c  0   2.24 148.33857   0.69680  6254.34  1028.52 4.40 3.79  -3.3 -0.432 19.26 20.98 02a57421o0697c
57421.638775  22.148  4.500     5   23 c  0   2.11 148.33857   0.69680  6180.49   990.79 4.54 3.84  -4.3 -0.441 19.14 20.83 02a57421o0734c
57422.565491 -19.578  0.349   -54   19 c  0   2.10 148.33857   0.69680  5143.15  2228.33 4.34 3.72  -9.4 -0.417 19.56 21.51 02a57422o0613c
57422.589172  19.669  0.454    49   22 c  0   2.72 148.33857   0.69680  4853.55  1645.79 4.75 3.94  -8.2 -0.419 19.42 21.32 02a57422o0652c
57422.612793 -19.533  0.396   -56   22 c  0   2.44 148.33857   0.69680  6041.06  1066.71 4.93 3.97  -0.7 -0.438 19.28 21.15 02a57422o0691c
57422.635852 -18.772  0.214  -112   24 c  0   2.01 148.33857   0.69680  6184.18   989.55 5.01 3.97  -0.1 -0.432 19.15 20.94 02a57422o0729c
57428.554240 -18.934  0.170   -97   16 c  0   4.61 148.33857   0.69680  5369.52  2249.04 4.32 3.61  -8.2 -0.437 19.64 21.62 02a57428o0581c
57428.578135  21.173  1.519    12   19 c  0   2.16 148.33857   0.69680  5115.66  1670.95 4.57 3.60  -7.6 -0.460 19.60 21.57 02a57428o0620c
57428.602032 -20.682  0.925   -19   18 c  0   2.77 148.33857   0.69680  6319.48  1092.28 4.69 3.59  -0.9 -0.486 19.55 21.49 02a57428o0659c
