###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57400.565838 -18.912  0.496   -99   49 c  0   1.29 175.19068   5.13974  8421.90   385.55 4.47 3.73  14.8 -0.433 19.57 21.55 02a57400o0557c
57400.582316 -20.332  0.592   -27   16 c  0   1.14 175.19068   5.13974  5370.01 10113.40 3.82 3.76  45.0 -0.405 19.65 21.66 02a57400o0581c
57400.590544 -19.405  0.264   -63   17 c  0   1.05 175.19068   5.13974  5071.43  9520.27 4.13 3.96  79.5 -0.389 19.59 21.69 02a57400o0593c
57400.604196 -20.511  0.695   -23   16 c  0   1.20 175.19068   5.13974  1587.73  9506.80 3.96 3.90 -29.0 -0.412 19.62 21.69 02a57400o0613c
57400.635003 -19.371  0.278   -65   18 c  0   1.35 175.19068   5.13974  4365.48  1545.37 4.83 4.08 -13.0 -0.391 19.56 21.72 02a57400o0657c
57401.565995 -19.240  0.474   -73   35 c  0   1.21 175.19068   5.13974  8462.26   535.10 4.23 3.62  13.7 -0.454 19.57 21.49 02a57401o0579c
57401.583265  22.243  3.308     5   15 c  0   1.36 175.19068   5.13974  5423.02 10257.88 3.85 3.77  51.6 -0.401 19.63 21.57 02a57401o0603c
57401.605893  20.052  0.463    35   16 c  0   1.26 175.19068   5.13974  1711.55  9591.76 3.79 3.76  35.9 -0.411 19.61 21.57 02a57401o0635c
57401.634446 -19.771  0.302   -45   14 c  0   1.61 175.19068   5.13974  4444.15  1633.23 4.21 3.58 -12.0 -0.437 19.65 21.58 02a57401o0675c
57408.586020 -18.454  0.200  -151   30 o  0   1.30 175.19068   5.13974  4744.52  1038.39 4.27 3.51  -9.5 -0.490 18.76 19.92 02a57408o0626o
57408.590322 -18.765  0.303  -113   34 o  0   1.28 175.19068   5.13974  9331.14   543.22 3.81 3.51  17.3 -0.503 18.76 19.91 02a57408o0632o
57408.623341 -18.853  0.267  -104   28 o  0   1.44 175.19068   5.13974  4451.27   453.54 4.50 3.48 -11.5 -0.508 19.04 20.45 02a57408o0682o
57408.626975 -19.498  0.424   -58   24 o  0   0.94 175.19068   5.13974  2586.81  9583.64 3.58 3.58 -52.5 -0.433 19.05 20.56 02a57408o0688o
57408.636169 -19.290  0.329   -70   23 o  0   1.16 175.19068   5.13974  5312.19  1630.04 4.07 3.50  -7.4 -0.472 19.13 20.66 02a57408o0701o
57428.632663 -18.716  0.151  -118   18 c  0   1.06 175.19068   5.13974  4784.38  1142.67 4.66 3.60  -7.7 -0.472 19.59 21.55 02a57428o0709c
57428.647987 -19.165  0.204   -78   16 c  0   1.42 175.19068   5.13974  1492.13 10287.44 3.97 3.84 -34.9 -0.405 19.52 21.45 02a57428o0734c
57428.651663 -19.626  0.416   -51   21 c  0   1.03 175.19068   5.13974  4523.96   561.13 4.86 3.61  -8.6 -0.492 19.53 21.45 02a57428o0740c
57428.662090  20.767  1.128    18   20 c  0   1.13 175.19068   5.13974  2686.41  9692.66 3.84 3.72 -49.8 -0.413 19.32 21.06 02a57428o0757c
57428.670040 -20.712  2.208   -19   42 c  0   1.15 175.19068   5.13974  2662.76  9537.75 3.82 3.72 -63.5 -0.418 18.53 19.54 02a57428o0770c
57436.333707  18.803  0.650   109   71 c  0   1.08 175.19068   5.13974  9261.81   106.86 5.50 4.21  20.1 -0.423 18.16 19.19 02a57436o0208c
57436.338614 -21.379  7.053   -10   72 c  0   0.99 175.19068   5.13974  6242.85  9835.43 4.46 4.34  44.9 -0.373 18.20 19.26 02a57436o0216c
57436.347811 -22.144 11.875    -5   60 c  0   0.93 175.19068   5.13974  9545.31   697.47 5.24 4.27  24.2 -0.413 18.25 19.36 02a57436o0231c
57436.363092 -21.013  3.346   -14   48 c  0   1.08 175.19068   5.13974  8367.57  1297.08 4.89 4.10  15.9 -0.412 18.36 19.48 02a57436o0246c
57436.376720  20.080  1.309    34   44 c  0   1.10 175.19068   5.13974  8114.40  1104.37 4.63 3.91  15.3 -0.436 18.49 19.59 02a57436o0269c
57444.570515 -19.016  0.671   -90   60 o  0   0.90 175.19068   5.13974  4659.74   284.82 5.12 3.30  -2.6 -0.503 18.33 19.19 02a57444o0274o
57445.533113 -20.217  1.185   -30   35 o  0   1.26 175.19068   5.13974  4405.27  1140.40 4.48 3.24  -6.3 -0.501 18.74 19.82 02a57445o0642o
57445.551116 -18.985  0.373   -92   34 o  0   0.86 175.19068   5.13974  1072.32 10284.18 3.84 3.62 -12.2 -0.449 18.70 19.75 02a57445o0675o
57445.555468  17.061  0.080   544   44 o  0   2.01 175.19068   5.13974  4115.39   555.88 4.83 3.21  -5.8 -0.489 18.71 19.77 02a57445o0683o
57445.573529 -18.615  0.222  -130   29 o  0   1.36 175.19068   5.13974  2248.29  9687.25 3.67 3.52 -26.9 -0.443 18.67 19.69 02a57445o0716o
57445.596123 -19.287  0.473   -70   33 o  0   1.23 175.19068   5.13974  2523.13  9569.85 3.66 3.50 -22.2 -0.448 18.59 19.58 02a57445o0757o
57452.527788 -22.328  3.900    -4   17 c  0   1.25 175.19068   5.13974  4554.60  1234.87 4.45 3.55  -7.0 -0.458 19.57 21.50 02a57452o0534c
57452.546094 -22.060  3.000    -5   16 c  0   1.30 175.19068   5.13974  1221.35 10375.86 3.96 3.83  -6.3 -0.390 19.54 21.46 02a57452o0569c
57452.549780  21.737  2.500     7   18 c  0   1.06 175.19068   5.13974  4246.05   650.84 4.74 3.57  -7.3 -0.473 19.53 21.46 02a57452o0576c
57452.568076  20.561  0.759    22   16 c  0   1.08 175.19068   5.13974  2397.88  9780.72 3.83 3.74 -11.9 -0.406 19.52 21.42 02a57452o0611c
57452.572209 -19.222  0.291   -74   22 c  0   1.20 175.19068   5.13974  5426.66    67.87 4.86 3.57  -1.2 -0.454 19.53 21.47 02a57452o0619c
57452.590380  21.592  1.818     8   15 c  0   1.31 175.19068   5.13974  2522.06  9565.27 3.83 3.71 -23.3 -0.407 19.44 21.29 02a57452o0654c
57460.499334 -20.532  0.800   -22   18 c  0   1.17 175.19068   5.13974  4688.23  1020.71 4.63 3.53  -6.1 -0.474 19.50 21.34 02a57460o0579c
57460.517316 -20.369  0.636   -26   16 c  0   1.17 175.19068   5.13974  1359.60 10158.07 3.96 3.83 -27.3 -0.392 19.46 21.30 02a57460o0614c
57460.521498 -20.424  0.885   -25   22 c  0   0.97 175.19068   5.13974  4379.24   434.30 4.87 3.55  -5.7 -0.469 19.47 21.32 02a57460o0622c
57460.540202 -20.368  0.643   -26   17 c  0   1.16 175.19068   5.13974  2535.43  9564.32 3.81 3.69 -31.1 -0.411 19.45 21.25 02a57460o0657c
57460.563858 -20.043  0.516   -35   18 c  0   1.02 175.19068   5.13974  2518.44  9566.51 3.83 3.70 -30.1 -0.420 19.40 21.21 02a57460o0700c
57464.474533 -18.485  0.224  -146   33 o  0   1.23 175.19068   5.13974  1417.42 10463.03 4.10 3.77 -33.5 -0.421 18.86 20.27 02a57464o0539o
57464.478807 -19.088  0.396   -84   33 o  0   1.14 175.19068   5.13974  4440.29   735.07 4.93 3.13  -4.6 -0.491 18.88 20.28 02a57464o0547o
57464.496980 -19.785  0.600   -44   26 o  0   1.11 175.19068   5.13974  1112.32  9874.93 4.11 3.73 -45.3 -0.440 18.88 20.31 02a57464o0582o
57464.501236 -19.930  0.861   -39   33 o  0   1.28 175.19068   5.13974  4151.11   147.29 5.31 3.09  -3.9 -0.465 18.91 20.38 02a57464o0590o
57464.519614 -19.559  0.511   -54   28 o  0   0.97 175.19068   5.13974  2305.86  9282.11 3.85 3.53 -50.9 -0.451 19.00 20.57 02a57464o0625o
57464.542543 -19.786  0.485   -44   22 o  0   1.85 175.19068   5.13974  2519.37  9556.61 3.84 3.58 -38.3 -0.445 19.10 20.74 02a57464o0668o
57472.481585  17.336  0.150   422   63 o  0   1.56 175.19068   5.13974  4496.18  1092.41 4.64 3.06  -3.0 -0.559 18.18 18.86 02a57472o0515o
57472.498097 -19.854  1.344   -42   56 o  0   1.04 175.19068   5.13974  1162.33 10233.96 4.08 3.79 -29.9 -0.410 18.12 18.80 02a57472o0545o
57472.502435 -21.627  8.625    -8   70 o  0   1.07 175.19068   5.13974  4204.80   506.96 4.95 3.05  -3.3 -0.514 18.15 18.82 02a57472o0553o
57472.518469 -21.096  4.484   -13   59 o  0   1.07 175.19068   5.13974  2341.80  9638.88 3.76 3.55 -40.1 -0.474 18.10 18.73 02a57472o0582o
57476.437820 -19.004  0.389   -91   35 o  0   1.10 175.19068   5.13974  1733.73 10481.24 4.01 3.78 -28.4 -0.404 18.97 20.45 02a57476o0450o
57476.454602 -19.279  0.474   -70   33 o  0   1.15 175.19068   5.13974  4770.11   763.01 5.11 3.84  -5.5 -0.487 18.89 20.41 02a57476o0482o
57476.460210 -19.616  0.676   -52   35 o  0   1.06 175.19068   5.13974  1444.98  9894.85 4.67 3.82 -42.6 -0.415 18.49 20.21 02a57476o0493o
57476.477001 -18.693  0.278  -121   34 o  0   1.20 175.19068   5.13974  4461.15   176.03 5.21 3.56  -4.1 -0.483 18.86 20.32 02a57476o0525o
57476.482665 -18.918  0.303   -98   30 o  0   0.90 175.19068   5.13974  2620.14  9302.62 3.84 3.63 -50.3 -0.446 18.85 20.26 02a57476o0536o
57476.504769 -21.768  3.933    -7   28 o  0   1.40 175.19068   5.13974  2503.59  9562.86 4.12 3.93 -49.0 -0.424 18.70 20.15 02a57476o0579o
57480.456321 -20.731  0.905   -18   17 c  0   1.32 175.19068   5.13974  4384.45  1048.46 4.58 3.57  -7.9 -0.455 19.63 21.58 02a57480o0496c
57480.475423 -19.571  0.299   -54   16 c  0   1.31 175.19068   5.13974  1050.17 10194.72 3.97 3.80 -13.3 -0.405 19.58 21.50 02a57480o0533c
57480.479616  20.647  0.909    20   18 c  0   1.27 175.19068   5.13974  4093.57   466.40 4.74 3.52  -6.7 -0.465 19.59 21.50 02a57480o0541c
57480.498743  20.543  0.690    22   15 c  0   1.40 175.19068   5.13974  2231.39  9598.03 3.80 3.71 -29.4 -0.422 19.53 21.39 02a57480o0578c
57480.522301 -19.718  0.385   -47   18 c  0   1.25 175.19068   5.13974  2505.14  9559.63 3.81 3.70 -25.0 -0.413 19.38 21.13 02a57480o0623c
57490.387049  21.045  1.345    14   19 c  0   1.06 175.19068   5.13974  4415.31   890.09 4.78 3.70  -5.0 -0.455 19.46 21.38 02a57490o0410c
57490.400773 -19.584  0.301   -53   16 c  0   0.95 175.19068   5.13974  1102.95 10030.33 4.00 3.90  13.4 -0.395 19.57 21.52 02a57490o0433c
57490.405125 -21.869  3.000    -6   20 c  0   1.16 175.19068   5.13974  4124.01   301.97 4.66 3.73  -8.6 -0.456 19.57 21.55 02a57490o0440c
57490.437936 -20.510  0.717   -23   16 c  0   1.02 175.19068   5.13974  2511.93  9552.19 3.81 3.74  19.3 -0.415 19.57 21.55 02a57490o0495c
57491.383390 -20.719  1.188   -19   22 c  0   1.18 175.19068   5.13974  4844.24   930.08 5.13 4.22  -5.2 -0.415 19.08 20.86 02a57491o0321c
57491.397626 -21.016  1.577   -14   22 c  0   1.07 175.19068   5.13974  1517.22 10065.33 4.78 4.60 -52.4 -0.348 19.07 20.91 02a57491o0346c
57491.401850 -20.330  0.932   -27   25 c  0   1.12 175.19068   5.13974  4534.66   343.22 5.39 4.27  -5.8 -0.421 19.11 20.93 02a57491o0353c
57491.416642 -20.589  1.154   -21   24 c  0   1.32 175.19068   5.13974  2689.15  9472.32 4.33 4.17 -46.8 -0.382 18.91 20.65 02a57491o0378c
57491.435301 -19.508  0.457   -57   26 c  0   1.09 175.19068   5.13974  2511.78  9553.78 4.53 4.35 -47.4 -0.377 18.95 20.86 02a57491o0409c
57493.381927 -19.018  0.383   -90   34 o  0   1.13 175.19068   5.13974  4589.30   829.12 4.58 3.44  -4.9 -0.522 18.79 20.05 02a57493o0328o
57493.398781 -19.106  0.356   -83   29 o  0   1.23 175.19068   5.13974  1262.60  9968.25 3.83 3.71 -22.2 -0.440 18.79 20.00 02a57493o0362o
57493.399259 -17.840  0.132  -265   35 o  0   1.35 175.19068   5.13974  4300.63   243.33 4.83 3.30  -6.4 -0.499 18.80 20.04 02a57493o0363o
57493.407983  21.372  3.077    10   32 o  0   1.00 175.19068   5.13974  2434.00  9372.78 3.68 3.57 -51.3 -0.440 18.77 19.99 02a57493o0381o
57493.425739 -21.837  4.235    -7   28 o  0   1.24 175.19068   5.13974  2511.04  9549.86 3.66 3.57 -30.0 -0.432 18.72 19.87 02a57493o0417o
57494.381699 -20.300  1.754   -28   48 o  0   0.98 175.19068   5.13974  1882.67 10442.05 4.18 3.95 -34.7 -0.402 18.39 19.36 02a57494o0333o
57494.396249 -19.133  0.480   -81   39 o  0   1.15 175.19068   5.13974  1862.13 10406.79 4.15 3.88 -32.9 -0.400 18.51 19.55 02a57494o0363o
57494.410300 -17.897  0.178  -252   45 o  0   1.44 175.19068   5.13974  1919.07 10488.61 3.99 3.76 -14.8 -0.410 18.57 19.64 02a57494o0392o
57494.424392 -19.352  0.536   -66   35 o  0   1.18 175.19068   5.13974  1939.69 10371.13 3.95 3.75 -24.1 -0.422 18.55 19.56 02a57494o0421o
57499.435536 -18.888  0.829  -101   84 o  0   0.91 175.19068   5.13974  1863.29 10454.20 4.08 3.78 -23.1 -0.389 17.85 18.24 02a57499o0427o
57499.437453 -18.285  0.486  -176   86 o  0   1.18 175.19068   5.13974  4903.91   734.32 4.64 3.06  -1.8 -0.530 17.91 18.30 02a57499o0431o
57499.449496 -19.816  1.842   -43   79 o  0   0.95 175.19068   5.13974  1839.38 10415.37 4.09 3.75 -39.0 -0.397 17.82 18.17 02a57499o0453o
57499.456476 -21.032  5.963   -14   84 o  0   1.03 175.19068   5.13974  4883.93   693.84 4.67 3.17  -3.0 -0.528 17.86 18.21 02a57499o0467o
57499.458391  19.154  1.007    79   80 o  0   1.27 175.19068   5.13974  4940.85   772.44 4.68 3.21  -3.1 -0.526 17.86 18.22 02a57499o0471o
57499.459349 -18.158  0.498  -198   99 o  0   1.28 175.19068   5.13974  1899.97 10492.73 3.93 3.67 -25.9 -0.426 17.82 18.11 02a57499o0473o
57499.473407  19.694  1.699    48   82 o  0   1.18 175.19068   5.13974  1916.84 10373.91 4.08 3.73 -40.1 -0.432 17.75 18.04 02a57499o0499o
57499.474715 -20.203  2.852   -30   86 o  0   1.27 175.19068   5.13974  4957.05   654.36 4.86 3.28  -2.6 -0.524 17.79 18.13 02a57499o0501o
57500.432184 -19.321  1.243   -68   84 o  0   0.79 175.19068   5.13974  1868.14 10453.73 4.07 3.78 -25.7 -0.412 17.93 18.42 02a57500o0416o
57500.442905 -19.194  1.029   -76   78 o  0   1.04 175.19068   5.13974  4908.77   731.82 4.79 3.29  -2.7 -0.559 17.88 18.35 02a57500o0436o
57500.454419  22.599 23.429     3   78 o  0   1.11 175.19068   5.13974  1849.27 10413.23 4.03 3.78 -24.4 -0.407 17.82 18.21 02a57500o0458o
57500.464792 -17.734  0.335  -293   98 o  0   1.10 175.19068   5.13974  4890.42   692.26 4.85 3.26  -2.9 -0.534 17.80 18.21 02a57500o0478o
57500.476621 -18.913  1.264   -99  125 o  0   0.81 175.19068   5.13974  1907.03 10490.53 4.07 3.74 -23.0 -0.431 17.71 18.03 02a57500o0501o
57500.486001 -23.800 96.000    -1  105 o  0   0.90 175.19068   5.13974  4948.80   770.31 4.78 3.12  -1.6 -0.503 17.72 18.06 02a57500o0520o
57505.393512 -19.390  0.429   -64   27 o  0   1.26 175.19068   5.13974  1874.20 10452.98 3.96 3.80 -20.6 -0.393 18.90 20.28 02a57505o0335o
57505.401350 -18.305  0.176  -173   30 o  0   1.20 175.19068   5.13974  4914.20   731.63 4.81 3.67  -6.6 -0.494 18.85 20.26 02a57505o0350o
57505.409425 -19.199  0.339   -76   26 o  0   1.29 175.19068   5.13974  1915.78 10414.15 3.89 3.68 -11.8 -0.409 18.86 20.18 02a57505o0366o
57505.417166 -18.390  0.201  -160   32 o  0   1.13 175.19068   5.13974  4956.10   695.49 4.74 3.58  -4.0 -0.495 18.81 20.16 02a57505o0381o
57505.425288 -18.800  0.267  -110   29 o  0   1.24 175.19068   5.13974  1858.24 10393.51 3.85 3.65  -2.9 -0.416 18.78 20.02 02a57505o0397o
57505.432413 -18.774  0.295  -112   33 o  0   1.14 175.19068   5.13974  4897.69   676.35 4.57 3.30  -2.7 -0.498 18.78 20.03 02a57505o0411o
57505.440464 -18.699  0.335  -120   40 o  0   1.18 175.19068   5.13974  1933.89 10473.90 4.07 3.85 -11.0 -0.385 18.67 19.91 02a57505o0427o
57505.448156 -19.232  0.489   -74   36 o  0   1.19 175.19068   5.13974  4973.96   754.34 4.67 3.47  -4.0 -0.490 18.69 19.91 02a57505o0442o
57505.456304 -18.678  0.388  -123   48 o  0   1.25 175.19068   5.13974  1835.46 10493.53 3.99 3.75 -11.3 -0.391 18.62 19.80 02a57505o0458o
57505.463437 -18.180  0.187  -194   36 o  0   1.45 175.19068   5.13974  4876.26   772.68 4.68 3.44  -3.1 -0.499 18.61 19.78 02a57505o0472o
57506.384097 -18.408  0.172  -157   27 o  0   1.16 175.19068   5.13974  1872.82 10452.98 4.26 3.93 -39.0 -0.390 19.04 20.64 02a57506o0314o
57506.391800 -18.426  0.176  -155   27 o  0   1.10 175.19068   5.13974  4911.99   731.31 5.01 3.64  -4.2 -0.505 19.06 20.66 02a57506o0329o
57506.402987 -20.835  1.514   -17   26 o  0   1.06 175.19068   5.13974  1915.46 10413.19 4.25 3.94 -33.8 -0.398 18.95 20.50 02a57506o0350o
57506.410882 -18.660  0.235  -125   29 o  0   1.52 175.19068   5.13974  4955.32   692.78 5.02 3.68  -3.8 -0.523 18.90 20.40 02a57506o0365o
57506.421617 -18.549  0.213  -138   30 o  0   1.23 175.19068   5.13974  1857.06 10393.79 4.69 4.35 -44.6 -0.380 18.67 20.20 02a57506o0386o
57506.429167 -18.680  0.302  -122   37 o  0   1.12 175.19068   5.13974  4897.56   673.59 5.18 3.84  -4.6 -0.495 18.75 20.16 02a57506o0401o
57506.440010 -18.262  0.220  -180   40 o  0   1.04 175.19068   5.13974  1933.86 10472.23 4.27 3.99 -28.9 -0.368 18.62 19.94 02a57506o0422o
57506.447819 -19.428  0.634   -62   39 o  0   1.05 175.19068   5.13974  4974.07   752.48 5.19 3.91  -4.2 -0.480 18.61 19.95 02a57506o0437o
57506.458354 -18.402  0.285  -158   45 o  0   1.53 175.19068   5.13974  1835.10 10491.69 4.43 4.09 -32.5 -0.382 18.53 19.81 02a57506o0458o
57506.466152 -18.126  0.188  -204   38 o  0   1.20 175.19068   5.13974  4876.94   771.33 5.19 3.78  -3.1 -0.490 18.56 19.83 02a57506o0473o
57507.385421 -21.962  3.357    -6   20 c  0   0.97 175.19068   5.13974  1873.33 10453.24 4.21 4.00 -35.4 -0.371 19.51 21.49 02a57507o0328c
57507.393246 -18.911  0.171   -99   17 c  0   1.32 175.19068   5.13974  4912.51   734.68 4.90 3.77  -4.2 -0.467 19.52 21.50 02a57507o0343c
57507.401929 -22.243  3.727    -5   17 c  0   1.22 175.19068   5.13974  1915.08 10414.36 4.11 3.94 -21.2 -0.374 19.51 21.47 02a57507o0360c
57507.409575 -19.823  0.415   -43   18 c  0   1.27 175.19068   5.13974  4954.56   696.66 4.96 3.78  -4.0 -0.456 19.49 21.47 02a57507o0375c
57507.418268 -20.288  0.615   -28   17 c  0   1.23 175.19068   5.13974  1857.13 10394.74 4.13 3.97 -26.4 -0.371 19.46 21.41 02a57507o0392c
57507.425824 -20.912  1.258   -16   20 c  0   1.29 175.19068   5.13974  4895.76   676.82 4.86 3.65  -3.2 -0.473 19.47 21.39 02a57507o0407c
57507.434523 -19.091  0.241   -84   20 c  0   1.47 175.19068   5.13974  1934.08 10473.62 4.16 3.96 -16.4 -0.377 19.34 21.20 02a57507o0424c
57507.441617 -18.910  0.236   -99   23 c  0   0.94 175.19068   5.13974  4973.77   755.31 4.96 3.86  -2.8 -0.449 19.22 21.01 02a57507o0438c
57507.450224  21.498  3.667     9   34 c  0   1.23 175.19068   5.13974  1835.07 10493.85 4.16 3.96 -15.9 -0.368 19.03 20.64 02a57507o0455c
57507.457223  20.643  1.395    20   28 c  0   1.10 175.19068   5.13974  4876.54   773.81 4.85 3.71  -3.7 -0.469 18.98 20.52 02a57507o0469c
57509.397651 -19.589  0.389   -53   21 c  0   1.10 175.19068   5.13974  1871.91 10453.77 4.13 3.95 -28.0 -0.377 19.42 21.30 02a57509o0369c
57509.404706 -19.885  0.463   -40   19 c  0   1.27 175.19068   5.13974  4912.25   734.98 4.85 3.67  -2.7 -0.471 19.43 21.31 02a57509o0383c
57509.412714  21.172  1.433    12   18 c  0   1.04 175.19068   5.13974  1913.02 10413.31 4.06 3.87 -19.6 -0.379 19.41 21.23 02a57509o0399c
57509.420307 -20.038  0.559   -35   20 c  0   1.30 175.19068   5.13974  4952.29   695.80 4.94 3.64  -2.9 -0.478 19.40 21.26 02a57509o0414c
57509.428237 -20.689  1.043   -19   20 c  0   0.98 175.19068   5.13974  1853.90 10393.68 4.09 3.89 -28.0 -0.387 19.35 21.17 02a57509o0430c
57509.434893 -20.326  0.808   -27   22 c  0   1.21 175.19068   5.13974  4894.73   676.04 4.88 3.60  -2.8 -0.466 19.37 21.20 02a57509o0443c
57509.442855 -20.053  0.707   -35   24 c  0   1.04 175.19068   5.13974  1930.91 10473.56 4.12 3.89 -18.3 -0.370 19.31 21.11 02a57509o0459c
