###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57307.538565  21.576  2.222     8   19 c  0   1.00  77.90520  67.49601  1110.58  5537.94 4.63 3.73 -49.3 -0.443 19.45 21.50 02a57307o0343c
57307.563844 -20.227  0.677   -30   20 c  0   0.78  77.90520  67.49601  1115.20  5540.56 4.64 3.79 -48.8 -0.438 19.43 21.46 02a57307o0375c
57307.580674  20.270  0.688    28   20 c  0   0.88  77.90520  67.49601  2590.70  4209.76 4.43 3.74 -31.2 -0.440 19.46 21.47 02a57307o0396c
57307.605372  20.263  0.656    28   19 c  0   0.98  77.90520  67.49601  2606.93  4214.78 4.49 3.77 -34.1 -0.436 19.45 21.46 02a57307o0430c
57320.607568  21.361  3.100    10   32 o  0   0.93  77.90520  67.49601  9534.87  5094.58 4.43 3.61  77.1 -0.490 18.78 20.28 02a57320o0610o
57320.637965 -20.032  0.971   -35   34 o  0   0.62  77.90520  67.49601  9527.71  5094.77 4.42 3.52  76.4 -0.494 18.86 20.42 02a57320o0657o
57328.504512 -20.906  2.167   -16   34 o  0   1.18  77.90520  67.49601  1195.64  5566.53 5.56 3.87 -53.5 -0.461 18.64 20.03 02a57328o0494o
57328.533055  20.321  1.571    27   42 o  0   0.83  77.90520  67.49601  1200.33  5569.40 5.40 3.85 -55.1 -0.468 18.67 20.04 02a57328o0535o
57328.565657 -21.231  2.786   -12   33 o  0   1.10  77.90520  67.49601  8124.81  6449.60 4.03 3.04  89.5 -0.508 18.62 19.95 02a57328o0581o
57328.600916 -20.823  1.700   -17   29 o  0   1.41  77.90520  67.49601  8094.81  6446.42 4.04 3.16 -89.5 -0.518 18.60 19.93 02a57328o0625o
57344.429138 -20.584  0.680   -21   14 c  0   1.62  77.90520  67.49601  1181.38  5570.54 4.30 3.75 -54.6 -0.415 19.44 21.35 02a57344o0381c
57344.454422  21.843  2.625     7   18 c  0   0.87  77.90520  67.49601  1187.25  5571.14 4.25 3.75 -53.9 -0.414 19.46 21.37 02a57344o0419c
57344.482987 -20.003  0.541   -36   20 c  0   1.09  77.90520  67.49601  1187.34  5577.14 4.32 3.87 -53.8 -0.409 19.28 21.19 02a57344o0463c
57344.511612  20.774  1.750    18   31 c  0   1.13  77.90520  67.49601  1197.50  5575.96 4.29 3.72 -52.6 -0.427 18.79 20.60 02a57344o0507c
57377.394439  21.167  2.833    12   35 c  0   1.10  77.90520  67.49601   333.04  4797.74 5.13 3.90 -50.6 -0.410 18.50 19.56 02a57377o0340c
57377.419861 -19.470  0.860   -59   51 c  0   1.03  77.90520  67.49601   612.86  5354.51 4.96 3.78 -53.4 -0.437 18.20 19.10 02a57377o0380c
57377.421095  19.950  0.905    38   34 c  0   1.09  77.90520  67.49601  9923.37  4668.91 4.39 3.85  68.4 -0.435 18.46 19.56 02a57377o0382c
57386.351046 -20.822  1.950   -17   33 o  0   0.85  77.90520  67.49601 10478.80  5710.48 3.98 3.21  77.5 -0.494 18.95 20.39 02a57386o0276o
57386.362046 -20.096  1.000   -33   33 o  0   0.91  77.90520  67.49601   876.87  5834.50 4.74 3.43 -59.0 -0.468 18.88 20.25 02a57386o0292o
57386.363968  19.983  0.838    37   31 o  0   1.04  77.90520  67.49601   593.93  5553.80 4.81 3.26 -59.7 -0.462 18.93 20.29 02a57386o0295o
57386.387902 -20.090  1.000   -33   33 o  0   0.93  77.90520  67.49601   592.95  5222.61 4.85 3.50 -54.0 -0.478 18.86 20.17 02a57386o0330o
57386.412812 -20.080  0.867   -34   29 o  0   0.91  77.90520  67.49601  9299.23  4229.56 3.71 3.25  71.3 -0.499 18.87 20.18 02a57386o0366o
57386.420918  21.668  3.727     8   29 o  0   0.87  77.90520  67.49601  8982.50  5945.96 3.71 3.05  83.1 -0.490 18.87 20.20 02a57386o0378o
57387.358958  20.689  0.929    19   18 o  0   1.18  77.90520  67.49601   298.35  5002.40 4.45 3.44 -56.1 -0.465 19.33 20.78 02a57387o0287o
57387.360270 -22.048  5.077    -6   28 o  0   0.86  77.90520  67.49601   883.67  5833.00 4.36 3.68 -51.3 -0.462 19.05 20.47 02a57387o0289o
57387.362194 -20.594  0.889   -21   19 o  0   0.94  77.90520  67.49601   593.14  5554.16 4.29 3.42 -58.6 -0.470 19.32 20.77 02a57387o0292o
57387.386577 -20.855  1.919   -16   32 o  0   0.88  77.90520  67.49601   596.88  5218.88 4.48 3.64 -49.9 -0.460 18.87 20.11 02a57387o0326o
57387.411250 -22.161  3.737    -5   18 o  0   1.12  77.90520  67.49601  9300.67  4230.96 3.63 3.23  75.3 -0.478 19.14 20.35 02a57387o0362o
57387.420870 -21.995  4.474    -6   26 o  0   0.95  77.90520  67.49601  8994.83  5947.41 3.67 3.22  80.6 -0.492 18.93 20.12 02a57387o0376o
57396.345185  19.391  0.559    64   36 c  0   1.08  77.90520  67.49601    41.05  4806.27 5.00 3.70 -50.0 -0.417 19.54 21.54 02a57396o0253c
57396.347022 -22.083  3.182    -5   17 c  0   0.96  77.90520  67.49601   341.49  5357.63 4.82 3.72 -54.3 -0.423 19.54 21.57 02a57396o0256c
57396.372221 -23.209  7.000    -2   13 c  0   1.20  77.90520  67.49601  9615.21  4614.29 4.04 3.60  68.8 -0.436 19.62 21.72 02a57396o0295c
