###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57400.562115 -19.857  0.340   -41   14 c  0   2.24 162.92728  18.48134  2249.21  3535.59 4.30 3.73 -32.6 -0.407 19.67 21.68 02a57400o0551c
57400.563337 -20.380  0.617   -26   16 c  0   2.09 162.92728  18.48134  1970.68  2947.36 4.49 3.74 -32.2 -0.411 19.68 21.69 02a57400o0553c
57400.597832 -20.312  0.481   -27   13 c  0   2.94 162.92728  18.48134  7731.54  6358.36 3.77 3.49  83.5 -0.406 19.71 21.79 02a57400o0604c
57400.608793 -19.836  0.298   -42   13 c  0   5.11 162.92728  18.48134  7476.40  8108.46 3.75 3.58  85.0 -0.415 19.72 21.79 02a57400o0620c
57401.562337 -19.280  0.203   -70   14 c  0   2.83 162.92728  18.48134  2305.10  3651.99 4.12 3.60 -36.4 -0.417 19.66 21.58 02a57401o0573c
57401.564187 -20.661  0.837   -20   16 c  0   1.94 162.92728  18.48134  2028.17  3066.25 4.34 3.64 -33.9 -0.420 19.65 21.57 02a57401o0576c
57401.598724 -19.938  0.341   -38   13 c  0   3.29 162.92728  18.48134  7847.27  6479.54 3.60 3.26  88.5 -0.433 19.72 21.69 02a57401o0626c
57401.607094 -20.044  0.378   -35   13 c  0   2.96 162.92728  18.48134  7570.05  8221.56 3.60 3.36 -89.2 -0.440 19.71 21.69 02a57401o0637c
57415.559221  21.644  4.250     8   34 o  0   2.48 162.92728  18.48134  7584.05  7713.64 3.53 3.23  87.6 -0.464 18.62 19.62 02a57415o0578o
57415.562935  20.860  2.063    16   34 o  0   2.01 162.92728  18.48134  7289.93  7130.62 3.61 3.29  87.8 -0.450 18.60 19.63 02a57415o0584o
57415.593165  21.171  2.833    12   35 o  0   1.61 162.92728  18.48134  8448.50  6565.29 3.64 3.19  88.0 -0.462 18.61 19.63 02a57415o0629o
57415.611003  19.037  0.433    88   38 o  0   1.98 162.92728  18.48134  8703.77  6492.02 3.74 3.26  87.5 -0.457 18.56 19.60 02a57415o0657o
57420.534177 -21.643  2.042    -8   16 c  0   2.56 162.92728  18.48134  8013.87  7519.93 3.77 3.50  85.0 -0.413 19.51 21.37 02a57420o0475c
57420.562063 -20.531  0.652   -22   14 c  0   3.16 162.92728  18.48134  7731.14  6937.79 3.70 3.37  86.2 -0.416 19.50 21.29 02a57420o0517c
57420.569567 -20.529  0.676   -22   15 c  0   2.25 162.92728  18.48134  8891.30  6375.21 3.73 3.33  86.1 -0.432 19.50 21.28 02a57420o0527c
57420.594712 -19.267  0.222   -71   16 c  0   2.08 162.92728  18.48134  8707.16  6488.13 3.69 3.27 -88.6 -0.433 19.48 21.22 02a57420o0564c
57427.513545  20.233  0.466    29   14 c  0   2.81 162.92728  18.48134  7741.51  7453.03 3.75 3.46  81.4 -0.422 19.69 21.71 02a57427o0513c
57427.538452 -21.966  2.500    -6   15 c  0   2.52 162.92728  18.48134  7509.44  6879.66 3.73 3.39 -89.7 -0.427 19.68 21.69 02a57427o0552c
57427.567325 -24.308 21.000    -1   14 c  0   2.61 162.92728  18.48134  8717.62  6325.76 3.78 3.39  84.2 -0.432 19.66 21.66 02a57427o0597c
57427.585753 -21.262  1.455   -11   16 c  0   1.85 162.92728  18.48134  8694.16  6392.43 3.76 3.38  84.0 -0.437 19.65 21.62 02a57427o0625c
57432.513939  21.988  2.333     6   14 c  0   4.21 162.92728  18.48134  7900.89  7485.02 4.12 3.71  86.6 -0.413 19.53 21.54 02a57432o0518c
