###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57307.567011 -21.414  1.818   -10   18 c  0   1.61 105.73122  62.77241  7253.70  5039.40 4.27 4.07  78.7 -0.413 19.39 21.45 02a57307o0380c
57307.589845 -22.624  5.250    -3   17 c  0   1.69 105.73122  62.77241  7257.23  5039.77 4.02 3.88 -76.4 -0.431 19.47 21.50 02a57307o0408c
57307.613698 -21.303  1.917   -11   21 c  0   1.18 105.73122  62.77241  8722.86  3534.84 4.39 4.02  39.8 -0.424 19.47 21.48 02a57307o0443c
57307.636654  21.889  3.429     6   22 c  0   1.36 105.73122  62.77241  8726.74  3541.53 4.34 4.02  22.0 -0.442 19.31 21.17 02a57307o0479c
57328.546510 -16.373  0.030 -1025   31 o  0   1.40 105.73122  62.77241  7342.96  5078.87 3.76 3.54 -72.9 -0.531 18.69 20.04 02a57328o0553o
57328.584547 -16.372  0.025 -1027   25 o  0   1.79 105.73122  62.77241  7338.26  5083.72 3.82 3.67 -66.3 -0.510 18.63 19.95 02a57328o0605o
57328.620514 -16.271  0.033 -1126   37 o  0   1.30 105.73122  62.77241  1981.80  7118.00 4.89 3.20 -70.0 -0.437 18.62 19.93 02a57328o0646o
57328.653470 -16.266  0.094 -1131  106 o  0   1.38 105.73122  62.77241  1965.63  7118.64 4.90 3.18 -71.4 -0.453 17.58 17.98 02a57328o0686o
57344.468028 -20.233  0.524   -29   15 c  0   1.62 105.73122  62.77241  7320.33  5079.72 3.80 3.62  86.7 -0.395 19.46 21.39 02a57344o0440c
57344.492674 -19.610  0.288   -52   15 c  0   1.66 105.73122  62.77241  7319.20  5085.55 3.87 3.65  87.2 -0.397 19.47 21.41 02a57344o0478c
57386.405558 -16.301  0.015 -1095   17 o  0   2.32 105.73122  62.77241  7036.72  5382.14 3.50 3.09 -88.3 -0.481 18.90 20.21 02a57386o0356o
57386.427766 -16.376  0.020 -1023   21 o  0   1.43 105.73122  62.77241  6766.38  4812.85 3.46 3.25 -89.0 -0.492 18.92 20.23 02a57386o0388o
57386.430427 -16.279  0.014 -1118   15 o  0   2.57 105.73122  62.77241  7628.84  5951.97 3.48 3.02  85.9 -0.484 18.92 20.23 02a57386o0392o
57386.447302 -16.357  0.018 -1040   19 o  0   1.91 105.73122  62.77241  7916.31  4201.17 3.45 3.25  73.0 -0.492 18.93 20.25 02a57386o0416o
57387.404402 -16.293  0.013 -1103   15 o  0   2.37 105.73122  62.77241  7043.04  5380.62 3.47 3.13  87.7 -0.463 19.17 20.41 02a57387o0352o
57387.426169 -16.305  0.015 -1092   17 o  0   1.86 105.73122  62.77241  6766.94  4811.64 3.46 3.24  85.9 -0.456 19.11 20.28 02a57387o0384o
57387.442105 -16.307  0.017 -1089   18 o  0   1.78 105.73122  62.77241  7622.97  5951.92 3.50 3.17  82.4 -0.461 19.09 20.24 02a57387o0407o
57387.445659 -16.347  0.025 -1050   26 o  0   1.42 105.73122  62.77241  7918.23  4200.26 3.47 3.22  81.2 -0.463 18.97 20.00 02a57387o0412o
57392.274451 -18.270  0.125  -179   22 c  0   1.95 105.73122  62.77241   252.06  2468.32 5.60 4.03 -35.2 -0.442 19.26 21.17 02a57392o0076c
57396.388546 -19.259  0.198   -72   14 c  0   1.50 105.73122  62.77241  7006.48  5403.78 3.75 3.52  87.5 -0.417 19.67 21.80 02a57396o0319c
57396.415145 -19.133  0.168   -81   14 c  0   2.20 105.73122  62.77241  3734.87  5672.34 3.91 3.61 -68.1 -0.407 19.71 21.83 02a57396o0356c
57396.428677 -19.790  0.351   -44   16 c  0   2.08 105.73122  62.77241  2897.21  4542.18 4.05 3.65 -49.1 -0.416 19.72 21.83 02a57396o0376c
57396.450062 -20.511  0.644   -23   15 c  0   2.11 105.73122  62.77241  2659.80  6306.66 4.09 3.64 -65.0 -0.412 19.66 21.76 02a57396o0408c
57409.401042 -16.280  0.042 -1117   47 o  0   1.24 105.73122  62.77241  3145.84  5916.39 3.68 3.30 -75.1 -0.465 18.31 19.05 02a57409o0347o
57409.419435 -16.364  0.045 -1034   46 o  0   1.24 105.73122  62.77241  2850.98  5344.89 3.74 3.39 -68.7 -0.454 18.29 19.04 02a57409o0377o
57409.442848 -16.226  0.034 -1174   39 o  0   1.78 105.73122  62.77241  3693.54  6480.00 3.60 3.27 -80.7 -0.454 18.29 19.02 02a57409o0415o
57409.449588 -16.295  0.034 -1102   37 o  0   1.65 105.73122  62.77241  4007.06  4732.13 3.55 3.34 -69.2 -0.441 18.29 19.01 02a57409o0426o
57413.390967 -16.335  0.030 -1061   32 o  0   1.32 105.73122  62.77241  2935.15  6141.48 3.65 3.28 -71.6 -0.474 18.63 19.63 02a57413o0293o
57413.420368 -16.286  0.034 -1111   37 o  0   0.95 105.73122  62.77241  2635.53  5568.24 3.75 3.37 -65.1 -0.464 18.60 19.60 02a57413o0339o
57413.425284 -16.262  0.028 -1136   32 o  0   1.46 105.73122  62.77241  3803.18  4952.07 3.57 3.33 -66.4 -0.451 18.61 19.60 02a57413o0347o
57413.442576 -16.234  0.025 -1165   29 o  0   1.47 105.73122  62.77241  4001.36  4734.85 3.56 3.34 -64.7 -0.455 18.59 19.58 02a57413o0374o
57414.381389 -16.357  0.027 -1041   28 o  0   1.58 105.73122  62.77241  3218.02  5669.39 3.65 3.31 -69.2 -0.474 18.69 19.78 02a57414o0317o
57414.392436 -16.299  0.023 -1098   25 o  0   2.02 105.73122  62.77241  2911.75  5095.24 3.71 3.35 -62.4 -0.470 18.69 19.77 02a57414o0335o
57414.419994 -16.348  0.026 -1049   28 o  0   1.59 105.73122  62.77241  4086.52  4485.65 3.60 3.37 -62.1 -0.462 18.68 19.79 02a57414o0378o
57414.437758 -16.256  0.023 -1142   26 o  0   1.66 105.73122  62.77241  4001.84  4738.35 3.57 3.33 -68.0 -0.463 18.67 19.75 02a57414o0405o
