###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57297.537126 -19.863  0.886   -41   36 o  0   1.40  73.79102 -16.15040  1808.88  2733.87 4.31 3.45 -30.1 -0.499 18.49 19.61 02a57297o0355o
57297.560637 -18.802  0.325  -110   36 o  0   1.40  73.79102 -16.15040  1802.94  2737.00 4.35 3.44 -26.9 -0.508 18.52 19.66 02a57297o0390o
57297.568951  19.870  0.909    41   37 o  0   1.52  73.79102 -16.15040  3268.52  1277.15 4.35 3.25 -12.3 -0.520 18.56 19.69 02a57297o0403o
57298.533815 -19.070  0.358   -86   31 o  0   1.73  73.79102 -16.15040  1824.42  2734.65 4.86 3.66 -18.7 -0.446 18.52 19.89 02a57298o0506o
57298.558109 -18.836  0.274  -106   29 o  0   1.92  73.79102 -16.15040  1814.81  2739.91 4.37 3.44 -26.6 -0.491 18.60 19.83 02a57298o0543o
57304.509657 -18.927  0.187   -98   18 c  0   1.64  73.79102 -16.15040  1819.22  2731.08 4.12 3.74 -31.7 -0.476 19.40 21.39 02a57304o0451c
57304.537232 -19.186  0.253   -77   19 c  0   1.62  73.79102 -16.15040  1811.78  2736.12 4.26 3.86 -36.1 -0.467 19.38 21.41 02a57304o0493c
57304.567552 -18.904  0.226  -100   23 c  0   1.51  73.79102 -16.15040  3276.73  1281.93 4.03 3.79 -43.5 -0.474 19.40 21.46 02a57304o0539c
57304.572294 -19.672  0.471   -49   23 c  0   1.36  73.79102 -16.15040  3279.60  1281.49 4.18 3.83 -22.9 -0.481 19.39 21.46 02a57304o0546c
57308.507013 -18.857  0.180  -104   19 c  0   1.51  73.79102 -16.15040  1817.45  2740.94 4.95 4.08 -30.9 -0.420 19.39 21.48 02a57308o0463c
57308.534149 -19.175  0.241   -78   19 c  0   1.48  73.79102 -16.15040  1808.56  2746.59 4.85 3.85 -30.0 -0.445 19.47 21.53 02a57308o0503c
57308.563740 -19.840  0.450   -42   19 c  0   1.31  73.79102 -16.15040  3276.20  1291.20 5.09 3.84 -13.4 -0.475 19.48 21.53 02a57308o0547c
57308.572192 -18.900  0.189  -100   19 c  0   1.25  73.79102 -16.15040  3273.74  1292.30 5.04 3.87 -15.7 -0.479 19.50 21.56 02a57308o0559c
57317.455294 -18.774  0.291  -112   33 c  0   1.00  73.79102 -16.15040  1895.04  2750.90 5.09 3.98 -32.6 -0.446 18.79 20.28 02a57317o0357c
57317.473467 -18.510  0.182  -143   26 c  0   1.01  73.79102 -16.15040  1891.81  2753.16 5.17 3.96 -32.0 -0.447 19.08 20.84 02a57317o0384c
57317.490149 -18.483  0.151  -147   22 c  0   1.41  73.79102 -16.15040  3365.21  1294.00 5.34 3.97 -13.7 -0.478 19.34 21.30 02a57317o0410c
57317.506183 -18.297  0.126  -174   22 c  0   1.34  73.79102 -16.15040  3358.30  1297.00 5.31 3.99 -15.1 -0.480 19.36 21.34 02a57317o0435c
57318.460834 -19.660  0.738   -50   37 o  0   1.30  73.79102 -16.15040  1816.11  2748.16 5.05 3.80 -28.3 -0.485 18.56 19.94 02a57318o0414o
57318.485872 -20.797  2.000   -17   35 o  0   1.16  73.79102 -16.15040  1813.65  2755.09 4.83 3.68 -31.0 -0.496 18.68 20.06 02a57318o0453o
57318.510315 -19.337  0.509   -67   34 o  0   1.12  73.79102 -16.15040  3282.54  1296.55 5.29 3.87 -15.8 -0.505 18.80 20.36 02a57318o0491o
