###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57402.557526  22.004  2.600     6   15 c  0   1.07 171.67717  20.72696  9676.93  9121.87 3.96 3.80  79.4 -0.391 19.64 21.66 02a57402o0550c
57402.563449 -21.403  1.444   -10   14 c  0   1.08 171.67717  20.72696  9378.93  8537.44 3.90 3.71  82.1 -0.400 19.64 21.73 02a57402o0558c
57402.597941  21.231  1.594    12   19 c  0   1.06 171.67717  20.72696 10378.10  1034.92 3.96 3.57  28.1 -0.452 19.71 21.72 02a57402o0605c
57402.598554 -24.611 29.000    -0   15 c  0   1.24 171.67717  20.72696   484.59  1014.89 5.37 3.72 -30.7 -0.439 19.68 21.71 02a57402o0606c
57402.612802 -22.264  3.200    -4   14 c  0   1.13 171.67717  20.72696   193.88  2782.73 4.87 3.69 -36.5 -0.386 19.71 21.74 02a57402o0628c
57402.622278  22.162  2.857     5   14 c  0   1.17 171.67717  20.72696 10055.00  2796.20 3.74 3.50  66.8 -0.458 19.75 21.80 02a57402o0640c
57403.554969  21.197  1.212    12   15 c  0   0.97 171.67717  20.72696  9679.37  9119.59 3.89 3.69  83.6 -0.405 19.68 21.73 02a57403o0549c
57403.560856 -20.860  0.787   -16   13 c  0   1.06 171.67717  20.72696  9382.25  8536.47 3.82 3.56  83.9 -0.413 19.69 21.79 02a57403o0557c
57403.594715 -20.453  0.729   -24   17 c  0   0.91 171.67717  20.72696 10382.06  1034.98 4.17 3.71  25.0 -0.449 19.69 21.72 02a57403o0604c
57403.596116  21.242  1.524    12   18 c  0   1.00 171.67717  20.72696   488.41  1014.44 5.55 3.70 -31.2 -0.422 19.70 21.71 02a57403o0606c
57403.609486  19.872  0.407    41   17 c  0   1.02 171.67717  20.72696   195.39  2779.29 5.12 3.76 -36.1 -0.375 19.66 21.66 02a57403o0626c
57403.620550  22.192  3.000     5   14 c  0   1.06 171.67717  20.72696 10056.46  2792.03 3.83 3.60  50.6 -0.451 19.69 21.71 02a57403o0640c
57415.562321  20.660  2.132    20   42 o  0   0.81 171.67717  20.72696   210.22  2267.48 5.02 3.72 -38.3 -0.418 18.60 19.67 02a57415o0583o
57415.586496 -20.009  0.922   -36   33 o  0   1.30 171.67717  20.72696 10075.79  2286.80 3.77 3.51  63.5 -0.487 18.60 19.63 02a57415o0620o
57415.598388 -23.174 18.500    -2   36 o  0   1.21 171.67717  20.72696  9784.28  1696.95 4.14 3.88  28.4 -0.471 18.55 19.64 02a57415o0637o
