###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57233.373157  19.919  0.855    39   33 o  0   2.00 299.61893  62.13773  5140.43  6158.60 3.57 3.34 -84.7 -0.440 18.45 19.36 02a57233o0100o
57233.409910  19.168  0.478    78   37 o  0   5.05 299.61893  62.13773  5555.24  4246.60 3.53 3.29 -81.7 -0.431 18.42 19.25 02a57233o0125o
57234.372875 -21.423  4.000   -10   39 o  0   2.12 299.61893  62.13773  5143.41  6160.43 3.81 3.56 -85.1 -0.446 18.20 19.00 02a57234o0066o
57305.258172  17.290  0.042   440   19 c  0  22.47 299.61893  62.13773  5456.09  4462.72 4.00 3.86 -64.3 -0.530 19.38 21.34 02a57305o0109c
57305.270291  17.204  0.041   477   19 c  0  19.77 299.61893  62.13773  5446.62  4461.53 4.35 4.13 -62.6 -0.483 19.32 21.36 02a57305o0128c
57305.289419  19.654  0.418    50   21 c  0   4.26 299.61893  62.13773  3965.49  5923.07 4.42 3.82 -64.3 -0.465 19.35 21.39 02a57305o0158c
57305.311077  16.532  0.022   886   20 c  0  48.44 299.61893  62.13773  3951.50  5921.58 4.37 3.82 -61.2 -0.459 19.39 21.48 02a57305o0190c
57307.263196  19.651  0.328    50   16 c  0   6.80 299.61893  62.13773  5473.25  4461.41 4.07 3.96 -74.9 -0.417 19.47 21.54 02a57307o0032c
57307.274671  19.383  0.273    64   18 c  0   7.99 299.61893  62.13773  5467.44  4460.85 4.05 3.99 -61.6 -0.428 19.46 21.53 02a57307o0050c
57307.292752  16.204  0.016  1198   19 c  0 102.97 299.61893  62.13773  3985.96  5922.33 4.23 3.83 -64.0 -0.440 19.43 21.49 02a57307o0078c
57307.314503  23.400 12.500     2   20 c  0   5.61 299.61893  62.13773  3969.52  5924.88 4.05 3.60 -60.5 -0.468 19.40 21.34 02a57307o0110c
57320.254883  18.253  0.263   182   48 o  0   9.04 299.61893  62.13773  5509.94  4476.64 3.96 3.55 -28.4 -0.419 18.15 19.32 02a57320o0116o
57320.276640  18.667  0.429   124   53 o  0  12.00 299.61893  62.13773  5499.01  4476.09 3.87 3.51 -48.0 -0.424 18.21 19.30 02a57320o0150o
57320.295913  19.845  1.415    42   59 o  0  12.23 299.61893  62.13773  4021.04  5934.80 4.17 3.03 -71.2 -0.483 18.19 19.28 02a57320o0180o
57320.319230 -19.420  0.919   -62   57 o  0   9.26 299.61893  62.13773  4018.32  5934.64 4.15 3.08 -71.8 -0.461 18.16 19.23 02a57320o0215o
57328.238159  14.610  0.007  5199   39 o  0 399.10 299.61893  62.13773  5568.61  4494.02 3.82 3.45 -65.9 -0.438 18.85 20.49 02a57328o0097o
57328.255812  14.568  0.007  5403   39 o  0 424.30 299.61893  62.13773  5563.49  4491.62 3.91 3.39 -68.6 -0.445 18.43 19.97 02a57328o0125o
57328.271612  17.287  0.089   442   39 o  0  28.14 299.61893  62.13773  4082.25  5952.05 4.18 3.22 -76.5 -0.458 18.63 20.20 02a57328o0150o
57328.289305  17.041  0.077   554   43 o  0  31.37 299.61893  62.13773  4081.07  5953.55 4.10 3.07 -75.8 -0.451 18.57 20.05 02a57328o0178o
57344.198509  18.530  0.257   141   36 c  0   4.36 299.61893  62.13773  5564.47  4497.92 3.99 3.68  86.9 -0.487 18.60 20.02 02a57344o0036c
57344.208727  16.593  0.026   837   22 c  0  40.03 299.61893  62.13773  5553.90  4496.38 3.92 3.65  89.4 -0.484 19.10 20.65 02a57344o0051c
57344.222235  18.559  0.163   137   22 c  0   9.35 299.61893  62.13773  5557.94  4497.52 3.87 3.64 -86.9 -0.474 19.12 20.67 02a57344o0072c
57344.245550  19.230  0.305    74   22 c  0   5.22 299.61893  62.13773  5549.71  4497.88 3.89 3.67 -80.2 -0.458 19.07 20.63 02a57344o0108c
57344.271556  17.754  0.202   287   58 c  0   9.82 299.61893  62.13773  5537.42  4491.92 3.84 3.62 -82.5 -0.455 17.78 19.06 02a57344o0146c
57345.245529  20.256  1.000    29   29 c  0   2.40 299.61893  62.13773  5551.16  4500.57 4.65 4.44  81.2 -0.341 18.63 20.23 02a57345o0005c
57345.250688  19.167  0.356    78   28 c  0   3.08 299.61893  62.13773  5550.73  4499.84 4.27 4.03  80.8 -0.372 18.81 20.32 02a57345o0013c
57345.257786  18.885  0.287   101   29 c  0   4.60 299.61893  62.13773  5549.75  4498.52 4.17 3.89  88.0 -0.401 18.67 20.09 02a57345o0024c
57345.264212  19.481  0.463    59   27 c  0   2.62 299.61893  62.13773  5547.56  4497.71 4.15 3.92 -88.0 -0.417 18.80 20.22 02a57345o0034c
57345.272740  18.249  0.439   182   80 c  0   6.43 299.61893  62.13773  5546.62  4496.97 4.19 3.93 -88.8 -0.426 17.80 19.05 02a57345o0045c
57345.280470  17.328  0.073   426   31 c  0  14.99 299.61893  62.13773  5544.80  4496.32 4.09 3.84  86.3 -0.447 18.42 19.80 02a57345o0057c
57458.663901 -18.162  1.165  -197  230 c  0   1.40 299.61893  62.13773  5504.65  5825.11 3.98 3.80 -61.2 -0.404 17.22 17.46 02a57458o0891c
57466.609083  14.804  0.005  4350   21 o  0 1087.19 299.61893  62.13773  5469.29  5717.77 3.54 3.26 -71.9 -0.499 19.17 20.91 02a57466o0801o
57466.625409  15.157  0.007  3143   21 o  0 552.27 299.61893  62.13773  5774.58  6299.77 3.62 3.27 -77.7 -0.485 19.19 20.97 02a57466o0834o
57466.641722  18.634  0.172   128   22 o  0   9.28 299.61893  62.13773  4588.53  6883.60 3.61 3.26 -72.2 -0.502 19.10 20.79 02a57466o0867o
57466.658373 -21.206 13.970   -12  167 o  0   2.92 299.61893  62.13773  4499.67  7078.20 3.62 3.13 -77.0 -0.522 17.20 17.03 02a57466o0900o
57470.553128  16.428  0.610   975  595 o  0   1.76 299.61893  62.13773  5172.79  5716.05 3.73 3.37 -74.6 -0.557 15.76 15.71 02a57470o0701o
57470.566404 -17.274  5.365  -447 2398 o  0   1.52 299.61893  62.13773  5469.85  6296.94 3.84 3.34  87.5 -0.509 15.13 15.12 02a57470o0728o
57470.579696  19.038  0.848    88   75 o  0   2.84 299.61893  62.13773  4285.22  6874.42 3.77 3.43 -71.4 -0.481 17.88 18.56 02a57470o0755o
57470.591007  18.957  0.670    95   64 o  0   2.44 299.61893  62.13773  4501.21  7071.10 3.75 3.41 -74.9 -0.501 17.92 18.63 02a57470o0778o
57474.644613  22.885 16.143     2   41 o  0   4.50 299.61893  62.13773  5418.48  5949.47 3.57 3.23 -76.2 -0.500 18.47 19.51 02a57474o0763o
57488.568492 -22.904  7.571    -2   19 c  0   9.46 299.61893  62.13773  5648.40  5914.96 3.67 3.47 -68.5 -0.438 19.34 21.13 02a57488o0649c
57488.582842  19.627  0.371    51   19 c  0   6.83 299.61893  62.13773  5946.20  6474.86 3.73 3.44 -76.6 -0.444 19.35 21.15 02a57488o0678c
57488.597118  20.635  0.862    20   17 c  0   8.26 299.61893  62.13773  4765.53  7080.94 3.68 3.41 -66.9 -0.446 19.38 21.18 02a57488o0707c
57488.610473  21.088  1.342    13   18 c  0   4.25 299.61893  62.13773  4503.53  7081.92 3.72 3.44 -58.2 -0.436 19.41 21.22 02a57488o0734c
57492.531786  14.377  0.005  6448   30 o  0 1154.46 299.61893  62.13773  5484.80  6008.88 4.01 3.03  -7.2 -0.448 18.71 20.49 02a57492o0641o
57492.546771  14.956  0.006  3780   22 o  0 684.61 299.61893  62.13773  5792.65  6589.48 3.64 3.29 -82.8 -0.468 19.01 20.53 02a57492o0672o
57492.558065  15.226  0.007  2948   20 o  0 472.62 299.61893  62.13773  4602.78  7172.28 3.69 3.37 -73.8 -0.469 19.00 20.54 02a57492o0695o
57492.571343  14.931  0.005  3871   20 o  0 931.32 299.61893  62.13773  4500.58  7075.81 3.57 3.27 -75.1 -0.479 19.03 20.53 02a57492o0722o
57512.499560  15.711  0.008  1886   15 c  0 301.56 299.61893  62.13773  6938.90  7029.74 3.93 3.57 -89.1 -0.432 19.39 21.33 02a57512o0577c
57512.509240  16.173  0.013  1233   16 c  0 128.10 299.61893  62.13773  6966.84  7050.46 4.06 3.73 -86.4 -0.419 19.36 21.33 02a57512o0597c
57512.521000  18.302  0.112   174   19 c  0   8.54 299.61893  62.13773  6901.69  6993.40 4.01 3.64 -88.6 -0.430 19.39 21.36 02a57512o0621c
57512.531407  15.840  0.009  1675   15 c  0 291.52 299.61893  62.13773  6881.02  7111.89 3.85 3.45  90.0 -0.450 19.45 21.38 02a57512o0641c
57512.540655  15.759  0.009  1806   17 c  0 232.81 299.61893  62.13773  4139.46  6156.82 3.96 3.69 -59.5 -0.420 19.41 21.41 02a57512o0660c
